,DEPT,GR,CILD,RHOB,NPLS,PE,ILD,SP,DT,Formation,Well name
0,240.4,,,,,,,,,Unknown,BAUMGARTNER 1-23 #1
1,240.9,,,,47.41,,,,,Unknown,BAUMGARTNER 1-23 #1
2,241.4,,,,47.54,,,,,Unknown,BAUMGARTNER 1-23 #1
3,241.9,,,2.15,47.64,7.51,,,,Unknown,BAUMGARTNER 1-23 #1
4,242.4,,,2.15,48.74,7.48,,,,Unknown,BAUMGARTNER 1-23 #1
5,242.9,,,2.14,49.37,7.55,,,,Unknown,BAUMGARTNER 1-23 #1
6,243.4,73.16,,2.13,49.06,7.57,,,,Unknown,BAUMGARTNER 1-23 #1
7,243.9,75.42,,2.12,47.71,7.52,,,,Unknown,BAUMGARTNER 1-23 #1
8,244.4,77.87,,2.11,47.09,7.52,,,,Unknown,BAUMGARTNER 1-23 #1
9,244.9,76.02,,2.11,46.82,7.49,,,,Unknown,BAUMGARTNER 1-23 #1
10,245.4,71.6,,2.11,47.11,7.41,,,,Unknown,BAUMGARTNER 1-23 #1
11,245.9,70.86,,2.1,49.31,7.4,,,,Unknown,BAUMGARTNER 1-23 #1
12,246.4,74.55,,2.08,52.15,7.46,,,,Unknown,BAUMGARTNER 1-23 #1
13,246.9,76.56,,2.06,53.33,7.55,,,,Unknown,BAUMGARTNER 1-23 #1
14,247.4,79.7,,2.04,53.2,7.62,,,,Unknown,BAUMGARTNER 1-23 #1
15,247.9,83.02,,2.04,51.42,7.57,,,,Unknown,BAUMGARTNER 1-23 #1
16,248.4,78.32,,2.03,49.64,7.51,,,,Unknown,BAUMGARTNER 1-23 #1
17,248.9,69.35,,2.02,48.31,7.5,,,,Unknown,BAUMGARTNER 1-23 #1
18,249.4,60.21,,2.01,47.37,7.5,,,,Unknown,BAUMGARTNER 1-23 #1
19,249.9,51.92,,2.01,47.76,7.46,,,,Unknown,BAUMGARTNER 1-23 #1
20,250.4,49.01,,2.0,48.86,7.39,,,,Unknown,BAUMGARTNER 1-23 #1
21,250.9,50.31,,2.0,48.12,7.2,,,,Unknown,BAUMGARTNER 1-23 #1
22,251.4,53.24,,2.02,46.44,6.89,,,,Unknown,BAUMGARTNER 1-23 #1
23,251.9,58.07,,2.07,45.9,6.57,,,,Unknown,BAUMGARTNER 1-23 #1
24,252.4,63.79,,2.13,45.81,6.42,,,,Unknown,BAUMGARTNER 1-23 #1
25,252.9,67.0,,2.18,45.87,6.38,,,,Unknown,BAUMGARTNER 1-23 #1
26,253.4,68.63,201.69,2.19,46.46,6.26,4.96,,,Unknown,BAUMGARTNER 1-23 #1
27,253.9,71.1,201.11,2.15,47.94,5.93,4.97,,,Unknown,BAUMGARTNER 1-23 #1
28,254.4,68.63,200.76,2.05,50.33,5.42,4.98,,,Unknown,BAUMGARTNER 1-23 #1
29,254.9,64.5,201.75,1.95,51.94,4.98,4.96,,,Unknown,BAUMGARTNER 1-23 #1
30,255.4,62.69,203.75,1.91,52.37,4.77,4.91,,,Unknown,BAUMGARTNER 1-23 #1
31,255.9,61.25,204.63,1.94,54.37,4.83,4.89,,,Unknown,BAUMGARTNER 1-23 #1
32,256.4,65.63,203.64,2.03,55.65,5.12,4.91,,,Unknown,BAUMGARTNER 1-23 #1
33,256.9,67.36,201.68,2.12,53.34,5.57,4.96,,,Unknown,BAUMGARTNER 1-23 #1
34,257.4,59.75,198.09,2.15,51.44,6.06,5.05,,,Unknown,BAUMGARTNER 1-23 #1
35,257.9,53.46,193.15,2.13,49.72,6.48,5.18,,,Unknown,BAUMGARTNER 1-23 #1
36,258.4,52.06,187.59,2.1,46.31,6.79,5.33,,,Unknown,BAUMGARTNER 1-23 #1
37,258.9,52.72,183.38,2.09,43.11,7.01,5.45,,,Unknown,BAUMGARTNER 1-23 #1
38,259.4,54.31,181.73,2.11,41.54,7.1,5.5,,,Unknown,BAUMGARTNER 1-23 #1
39,259.9,60.51,181.8,2.15,43.03,7.12,5.5,,,Unknown,BAUMGARTNER 1-23 #1
40,260.4,68.48,182.91,2.19,46.38,7.13,5.47,,,Unknown,BAUMGARTNER 1-23 #1
41,260.9,69.93,187.91,2.21,48.67,7.15,5.32,,50.91,Unknown,BAUMGARTNER 1-23 #1
42,261.4,65.43,191.29,2.19,48.35,7.16,5.23,,53.21,Unknown,BAUMGARTNER 1-23 #1
43,261.9,59.14,192.19,2.15,48.34,7.21,5.2,,54.45,Unknown,BAUMGARTNER 1-23 #1
44,262.4,52.99,202.12,2.13,49.31,7.24,4.95,,53.72,Unknown,BAUMGARTNER 1-23 #1
45,262.9,53.47,214.31,2.13,49.76,7.22,4.67,,53.24,Unknown,BAUMGARTNER 1-23 #1
46,263.4,64.3,226.42,2.14,48.58,7.18,4.42,,53.31,Unknown,BAUMGARTNER 1-23 #1
47,263.9,75.76,237.62,2.13,46.96,7.17,4.21,,58.4,Unknown,BAUMGARTNER 1-23 #1
48,264.4,75.54,214.02,2.13,46.08,7.28,4.69,,68.02,Unknown,BAUMGARTNER 1-23 #1
49,264.9,65.2,147.29,2.12,47.14,7.43,7.02,,71.94,Unknown,BAUMGARTNER 1-23 #1
50,265.4,57.65,47.62,2.11,48.98,7.57,31.66,317.3,77.27,Unknown,BAUMGARTNER 1-23 #1
51,265.9,56.35,5.35,2.11,49.72,7.64,8021.52,317.91,80.7,Unknown,BAUMGARTNER 1-23 #1
52,266.4,56.42,0.1,2.09,48.67,7.71,10000.0,317.86,81.46,Unknown,BAUMGARTNER 1-23 #1
53,266.9,55.06,0.1,2.01,44.82,7.3,10000.0,315.34,86.99,Unknown,BAUMGARTNER 1-23 #1
54,267.4,53.41,0.1,1.83,41.68,5.91,10000.0,308.13,99.26,Unknown,BAUMGARTNER 1-23 #1
55,267.9,53.05,18.8,1.61,41.22,4.33,2032.8,296.74,111.55,Unknown,BAUMGARTNER 1-23 #1
56,268.4,55.89,74.38,1.44,41.59,3.27,17.7,286.09,121.62,Unknown,BAUMGARTNER 1-23 #1
57,268.9,63.6,159.65,1.37,40.57,2.74,6.8,278.63,127.3,Unknown,BAUMGARTNER 1-23 #1
58,269.4,77.4,315.11,1.42,39.56,2.53,3.41,273.74,127.67,Unknown,BAUMGARTNER 1-23 #1
59,269.9,90.01,286.4,1.6,39.53,2.52,3.53,270.09,125.64,Unknown,BAUMGARTNER 1-23 #1
60,270.4,90.51,183.15,1.88,39.77,2.68,5.7,266.71,122.71,Unknown,BAUMGARTNER 1-23 #1
61,270.9,81.45,97.78,2.13,39.19,2.89,11.01,263.56,120.64,Unknown,BAUMGARTNER 1-23 #1
62,271.4,74.3,34.98,2.27,38.2,3.0,36.81,260.89,119.4,Unknown,BAUMGARTNER 1-23 #1
63,271.9,78.36,4.72,2.31,38.66,3.02,8014.99,258.7,119.84,Unknown,BAUMGARTNER 1-23 #1
64,272.4,83.85,0.1,2.32,39.88,2.99,10000.0,256.92,120.98,Unknown,BAUMGARTNER 1-23 #1
65,272.9,81.2,4.52,2.31,40.18,3.03,2146.32,255.47,122.54,Unknown,BAUMGARTNER 1-23 #1
66,273.4,78.34,17.44,2.3,40.49,3.13,74.71,254.32,124.1,Unknown,BAUMGARTNER 1-23 #1
67,273.9,78.66,24.66,2.29,40.27,3.2,40.91,253.36,124.91,Unknown,BAUMGARTNER 1-23 #1
68,274.4,80.05,26.16,2.29,39.78,3.26,38.23,252.49,125.0,Unknown,BAUMGARTNER 1-23 #1
69,274.9,87.82,29.86,2.3,39.41,3.29,33.63,251.87,124.93,Unknown,BAUMGARTNER 1-23 #1
70,275.4,101.22,31.85,2.33,,3.36,31.4,251.46,124.72,Unknown,BAUMGARTNER 1-23 #1
71,275.9,110.62,30.95,2.37,,3.46,32.32,251.1,123.67,Unknown,BAUMGARTNER 1-23 #1
72,276.4,118.51,30.4,2.41,,3.57,32.89,250.78,121.13,Unknown,BAUMGARTNER 1-23 #1
73,276.9,118.94,29.96,2.42,31.3,3.61,33.38,250.33,118.51,Unknown,BAUMGARTNER 1-23 #1
74,277.4,106.15,28.97,2.39,34.27,3.55,34.53,249.51,116.66,Unknown,BAUMGARTNER 1-23 #1
75,277.9,91.82,28.24,2.32,34.03,3.39,35.41,248.37,115.1,Unknown,BAUMGARTNER 1-23 #1
76,278.4,82.97,27.77,2.26,32.38,3.18,36.01,247.26,114.73,Unknown,BAUMGARTNER 1-23 #1
77,278.9,78.09,27.18,2.24,32.86,3.01,36.79,246.47,113.96,Unknown,BAUMGARTNER 1-23 #1
78,279.4,80.73,26.32,2.25,34.03,2.94,38.0,246.03,113.4,Unknown,BAUMGARTNER 1-23 #1
79,279.9,88.04,25.29,2.28,34.9,2.97,39.55,245.8,113.87,Unknown,BAUMGARTNER 1-23 #1
80,280.4,84.53,24.43,2.3,35.35,3.07,40.95,245.66,115.0,Unknown,BAUMGARTNER 1-23 #1
81,280.9,81.48,23.92,2.3,35.23,3.22,41.8,245.56,115.81,Unknown,BAUMGARTNER 1-23 #1
82,281.4,86.81,23.94,2.29,32.64,3.26,41.78,245.52,115.95,Unknown,BAUMGARTNER 1-23 #1
83,281.9,86.16,24.49,2.3,28.25,3.12,40.83,245.5,112.93,Unknown,BAUMGARTNER 1-23 #1
84,282.4,77.03,25.33,2.32,25.05,2.98,39.49,245.44,104.86,Unknown,BAUMGARTNER 1-23 #1
85,282.9,73.96,26.09,2.36,24.78,3.02,38.33,245.38,95.16,Unknown,BAUMGARTNER 1-23 #1
86,283.4,87.68,26.74,2.37,27.88,3.15,37.4,245.29,90.05,Unknown,BAUMGARTNER 1-23 #1
87,283.9,107.29,27.35,2.36,30.89,3.2,36.56,245.19,91.04,Unknown,BAUMGARTNER 1-23 #1
88,284.4,110.78,28.25,2.34,31.22,3.16,35.4,245.03,97.8,Unknown,BAUMGARTNER 1-23 #1
89,284.9,105.02,29.62,2.3,31.34,3.07,33.77,244.84,106.89,Unknown,BAUMGARTNER 1-23 #1
90,285.4,103.64,31.46,2.23,31.78,2.97,31.81,244.85,114.42,Unknown,BAUMGARTNER 1-23 #1
91,285.9,105.42,33.16,2.14,32.27,2.9,30.17,245.13,117.8,Unknown,BAUMGARTNER 1-23 #1
92,286.4,107.95,34.66,2.09,32.49,2.92,28.86,245.55,118.62,Unknown,BAUMGARTNER 1-23 #1
93,286.9,110.0,35.84,2.31,30.79,3.19,27.91,245.96,119.61,Unknown,BAUMGARTNER 1-23 #1
94,287.4,111.58,36.56,2.52,29.57,3.57,27.35,246.18,119.43,Unknown,BAUMGARTNER 1-23 #1
95,287.9,115.28,37.03,2.43,30.16,3.64,27.0,245.94,117.26,Unknown,BAUMGARTNER 1-23 #1
96,288.4,120.1,37.36,2.38,30.17,3.53,26.77,245.48,115.56,Unknown,BAUMGARTNER 1-23 #1
97,288.9,123.73,37.59,2.37,30.98,3.36,26.6,245.28,115.18,Unknown,BAUMGARTNER 1-23 #1
98,289.4,120.07,37.69,2.35,32.47,3.24,26.53,245.42,115.35,Unknown,BAUMGARTNER 1-23 #1
99,289.9,115.24,37.46,2.34,31.33,3.23,26.7,245.64,115.77,Unknown,BAUMGARTNER 1-23 #1
100,290.4,106.71,36.99,2.34,30.26,3.27,27.04,245.73,116.28,Unknown,BAUMGARTNER 1-23 #1
101,290.9,99.01,36.32,2.34,29.49,3.26,27.53,245.49,115.46,Unknown,BAUMGARTNER 1-23 #1
102,291.4,102.22,35.46,2.34,27.34,3.25,28.21,245.01,113.73,Unknown,BAUMGARTNER 1-23 #1
103,291.9,110.98,34.65,2.32,26.57,3.29,28.86,244.56,112.47,Unknown,BAUMGARTNER 1-23 #1
104,292.4,115.39,34.15,2.3,27.9,3.41,29.29,244.22,112.01,Unknown,BAUMGARTNER 1-23 #1
105,292.9,112.34,33.9,2.29,28.27,3.48,29.49,244.07,112.84,Unknown,BAUMGARTNER 1-23 #1
106,293.4,104.54,34.03,2.29,27.72,3.45,29.39,244.2,114.09,Unknown,BAUMGARTNER 1-23 #1
107,293.9,99.44,34.34,2.3,28.72,3.44,29.12,244.44,113.61,Unknown,BAUMGARTNER 1-23 #1
108,294.4,103.53,34.92,2.3,30.34,3.49,28.64,244.74,112.62,Unknown,BAUMGARTNER 1-23 #1
109,294.9,112.97,35.62,2.31,32.65,3.53,28.08,245.13,112.87,Unknown,BAUMGARTNER 1-23 #1
110,295.4,117.86,36.37,2.31,34.04,3.57,27.5,245.34,113.77,Unknown,BAUMGARTNER 1-23 #1
111,295.9,117.08,37.13,2.32,35.29,3.5,26.94,245.39,114.7,Unknown,BAUMGARTNER 1-23 #1
112,296.4,110.64,37.81,2.33,35.61,3.33,26.45,245.33,114.92,Unknown,BAUMGARTNER 1-23 #1
113,296.9,102.26,38.16,2.33,32.74,3.24,26.2,245.19,114.38,Unknown,BAUMGARTNER 1-23 #1
114,297.4,100.09,38.34,2.32,29.3,3.23,26.08,245.09,113.75,Unknown,BAUMGARTNER 1-23 #1
115,297.9,102.95,38.22,2.31,27.97,3.24,26.16,245.19,113.85,Unknown,BAUMGARTNER 1-23 #1
116,298.4,102.06,38.06,2.3,27.82,3.29,26.27,245.48,114.45,Unknown,BAUMGARTNER 1-23 #1
117,298.9,100.04,38.13,2.31,28.17,3.29,26.22,245.75,115.72,Unknown,BAUMGARTNER 1-23 #1
118,299.4,103.39,38.5,2.32,28.25,3.21,25.97,246.07,116.92,Unknown,BAUMGARTNER 1-23 #1
119,299.9,109.76,39.29,2.32,27.12,3.19,25.46,246.38,116.58,Unknown,BAUMGARTNER 1-23 #1
120,300.4,109.53,40.22,2.32,26.73,3.23,24.86,246.42,116.13,Unknown,BAUMGARTNER 1-23 #1
121,300.9,102.16,41.04,2.32,28.38,3.38,24.37,246.4,115.45,Unknown,BAUMGARTNER 1-23 #1
122,301.4,93.75,41.95,2.32,28.57,3.51,23.84,246.44,114.24,Unknown,BAUMGARTNER 1-23 #1
123,301.9,92.21,42.69,2.32,29.63,3.52,23.42,246.67,114.78,Unknown,BAUMGARTNER 1-23 #1
124,302.4,96.39,43.1,2.33,32.78,3.48,23.2,247.17,117.05,Unknown,BAUMGARTNER 1-23 #1
125,302.9,100.53,43.3,2.33,34.61,3.42,23.1,247.59,120.01,Unknown,BAUMGARTNER 1-23 #1
126,303.4,104.91,43.19,2.32,32.9,3.41,23.16,247.53,123.48,Unknown,BAUMGARTNER 1-23 #1
127,303.9,105.97,42.67,2.3,31.84,3.41,23.44,246.97,125.79,Unknown,BAUMGARTNER 1-23 #1
128,304.4,104.49,41.95,2.29,32.85,3.4,23.84,246.39,126.34,Unknown,BAUMGARTNER 1-23 #1
129,304.9,103.06,40.78,2.29,33.12,3.36,24.52,246.0,126.27,Unknown,BAUMGARTNER 1-23 #1
130,305.4,97.69,39.44,2.3,32.78,3.35,25.36,245.58,126.15,Unknown,BAUMGARTNER 1-23 #1
131,305.9,93.99,38.24,2.33,33.95,3.34,26.15,245.06,125.39,Unknown,BAUMGARTNER 1-23 #1
132,306.4,96.15,37.52,2.33,35.43,3.3,26.66,244.42,122.81,Unknown,BAUMGARTNER 1-23 #1
133,306.9,98.85,37.32,2.32,33.77,3.31,26.79,244.25,119.57,Unknown,BAUMGARTNER 1-23 #1
134,307.4,101.44,37.41,2.3,31.55,3.44,26.73,244.39,118.09,Unknown,BAUMGARTNER 1-23 #1
135,307.9,103.75,37.73,2.3,30.24,3.49,26.5,244.86,117.16,Unknown,BAUMGARTNER 1-23 #1
136,308.4,105.39,38.13,2.31,29.54,3.39,26.23,245.74,116.42,Unknown,BAUMGARTNER 1-23 #1
137,308.9,103.77,38.4,2.32,29.77,3.27,26.04,246.68,116.14,Unknown,BAUMGARTNER 1-23 #1
138,309.4,100.92,38.72,2.33,29.93,3.2,25.83,247.27,116.29,Unknown,BAUMGARTNER 1-23 #1
139,309.9,104.48,39.32,2.34,28.76,3.2,25.43,247.35,117.19,Unknown,BAUMGARTNER 1-23 #1
140,310.4,107.44,40.19,2.35,28.86,3.2,24.88,247.49,118.82,Unknown,BAUMGARTNER 1-23 #1
141,310.9,104.37,41.43,2.35,30.24,3.23,24.14,247.78,119.69,Unknown,BAUMGARTNER 1-23 #1
142,311.4,97.0,42.7,2.32,31.26,3.28,23.42,247.94,118.77,Unknown,BAUMGARTNER 1-23 #1
143,311.9,85.58,44.05,2.27,30.86,3.29,22.7,247.72,115.58,Unknown,BAUMGARTNER 1-23 #1
144,312.4,80.52,44.97,2.16,31.41,3.24,22.24,247.19,114.48,Unknown,BAUMGARTNER 1-23 #1
145,312.9,87.12,44.77,2.01,31.33,3.16,22.34,246.81,115.51,Unknown,BAUMGARTNER 1-23 #1
146,313.4,95.59,43.49,1.91,32.87,3.02,23.0,246.21,117.22,Unknown,BAUMGARTNER 1-23 #1
147,313.9,97.61,41.5,1.93,32.01,2.88,24.11,245.71,121.69,Unknown,BAUMGARTNER 1-23 #1
148,314.4,89.35,39.41,2.07,26.76,2.91,25.39,246.32,125.67,Unknown,BAUMGARTNER 1-23 #1
149,314.9,75.66,37.79,2.25,21.85,3.14,26.47,247.24,122.72,Unknown,BAUMGARTNER 1-23 #1
150,315.4,63.65,36.43,2.44,17.12,3.66,27.46,247.51,113.07,Unknown,BAUMGARTNER 1-23 #1
151,315.9,53.24,35.04,2.56,13.49,4.34,28.54,247.16,100.1,Unknown,BAUMGARTNER 1-23 #1
152,316.4,48.18,33.56,2.61,10.79,4.68,29.8,246.18,85.63,Unknown,BAUMGARTNER 1-23 #1
153,316.9,47.86,31.96,2.61,8.99,4.81,31.3,244.97,77.34,Unknown,BAUMGARTNER 1-23 #1
154,317.4,50.26,30.41,2.6,9.11,4.91,32.9,243.97,74.6,Unknown,BAUMGARTNER 1-23 #1
155,317.9,56.12,29.41,2.58,11.9,4.96,34.01,243.33,72.46,Unknown,BAUMGARTNER 1-23 #1
156,318.4,57.5,29.19,2.58,14.8,4.88,34.26,243.08,72.48,Unknown,BAUMGARTNER 1-23 #1
157,318.9,50.54,29.95,2.61,14.52,4.68,33.4,242.6,74.59,Unknown,BAUMGARTNER 1-23 #1
158,319.4,42.95,31.22,2.62,12.94,4.64,32.04,241.45,76.6,Unknown,BAUMGARTNER 1-23 #1
159,319.9,42.17,32.63,2.61,12.47,4.92,30.66,240.38,77.06,Unknown,BAUMGARTNER 1-23 #1
160,320.4,50.54,34.66,2.59,12.92,5.19,28.87,239.92,75.48,Unknown,BAUMGARTNER 1-23 #1
161,320.9,60.67,37.74,2.58,13.88,5.06,26.53,240.15,74.64,Unknown,BAUMGARTNER 1-23 #1
162,321.4,66.0,42.55,2.55,16.06,4.87,23.56,241.02,74.31,Unknown,BAUMGARTNER 1-23 #1
163,321.9,77.43,49.68,2.45,20.45,4.76,20.21,241.67,74.51,Unknown,BAUMGARTNER 1-23 #1
164,322.4,101.01,58.99,2.26,27.8,4.4,17.04,241.53,77.98,Unknown,BAUMGARTNER 1-23 #1
165,322.9,115.13,69.48,2.05,35.43,3.93,14.45,241.09,87.39,Unknown,BAUMGARTNER 1-23 #1
166,323.4,107.93,80.66,1.91,38.52,3.44,12.44,240.77,100.46,Unknown,BAUMGARTNER 1-23 #1
167,323.9,93.41,89.77,1.94,36.21,2.93,11.16,240.64,112.94,Unknown,BAUMGARTNER 1-23 #1
168,324.4,89.3,96.31,2.08,32.76,2.69,10.39,240.77,119.83,Unknown,BAUMGARTNER 1-23 #1
169,324.9,93.24,99.19,2.22,30.68,2.76,10.08,241.07,120.79,Unknown,BAUMGARTNER 1-23 #1
170,325.4,91.24,99.28,2.31,31.25,2.99,10.07,241.2,118.74,Unknown,BAUMGARTNER 1-23 #1
171,325.9,81.53,97.72,2.35,32.12,3.18,10.23,241.22,116.41,Unknown,BAUMGARTNER 1-23 #1
172,326.4,76.24,95.57,2.37,31.53,3.26,10.46,241.05,114.25,Unknown,BAUMGARTNER 1-23 #1
173,326.9,81.27,93.43,2.38,29.89,3.23,10.7,241.04,112.67,Unknown,BAUMGARTNER 1-23 #1
174,327.4,92.56,91.64,2.37,29.04,3.16,10.91,241.17,111.71,Unknown,BAUMGARTNER 1-23 #1
175,327.9,96.64,90.75,2.36,29.23,3.15,11.02,241.22,109.92,Unknown,BAUMGARTNER 1-23 #1
176,328.4,90.73,91.96,2.36,29.85,3.28,10.87,241.28,107.9,Unknown,BAUMGARTNER 1-23 #1
177,328.9,89.64,96.4,2.36,30.5,3.51,10.38,241.37,107.58,Unknown,BAUMGARTNER 1-23 #1
178,329.4,92.52,104.45,2.36,31.16,3.71,9.59,241.64,108.64,Unknown,BAUMGARTNER 1-23 #1
179,329.9,96.03,115.81,2.38,32.45,3.7,8.65,242.16,110.74,Unknown,BAUMGARTNER 1-23 #1
180,330.4,99.03,129.16,2.39,33.87,3.63,7.76,242.65,114.42,Unknown,BAUMGARTNER 1-23 #1
181,330.9,101.86,140.35,2.36,35.07,3.64,7.13,242.99,118.24,Unknown,BAUMGARTNER 1-23 #1
182,331.4,107.96,148.65,2.33,35.25,3.69,6.73,243.33,121.25,Unknown,BAUMGARTNER 1-23 #1
183,331.9,114.71,152.69,2.33,34.43,3.66,6.55,243.25,123.81,Unknown,BAUMGARTNER 1-23 #1
184,332.4,114.79,152.33,2.35,33.9,3.55,6.56,243.24,125.62,Unknown,BAUMGARTNER 1-23 #1
185,332.9,111.65,149.26,2.35,33.25,3.4,6.7,243.3,128.05,Unknown,BAUMGARTNER 1-23 #1
186,333.4,109.54,145.17,2.35,34.1,3.31,6.89,243.3,131.17,Unknown,BAUMGARTNER 1-23 #1
187,333.9,107.07,141.36,2.36,36.33,3.39,7.08,243.31,132.81,Unknown,BAUMGARTNER 1-23 #1
188,334.4,101.63,138.66,2.37,37.48,3.56,7.21,243.34,132.01,Unknown,BAUMGARTNER 1-23 #1
189,334.9,99.95,136.74,2.38,36.4,3.71,7.31,243.2,129.41,Unknown,BAUMGARTNER 1-23 #1
190,335.4,107.38,135.42,2.39,34.18,3.79,7.38,243.05,126.18,Unknown,BAUMGARTNER 1-23 #1
191,335.9,114.02,135.0,2.39,34.37,3.78,7.41,242.85,123.91,Unknown,BAUMGARTNER 1-23 #1
192,336.4,115.73,136.0,2.38,37.99,3.75,7.35,242.5,123.61,Unknown,BAUMGARTNER 1-23 #1
193,336.9,118.41,138.82,2.36,40.69,3.76,7.2,242.55,125.34,Unknown,BAUMGARTNER 1-23 #1
194,337.4,116.39,143.31,2.35,42.62,3.8,6.98,242.78,128.05,Unknown,BAUMGARTNER 1-23 #1
195,337.9,108.3,147.15,2.34,40.99,3.74,6.8,242.87,130.66,Unknown,BAUMGARTNER 1-23 #1
196,338.4,106.52,149.54,2.34,38.23,3.65,6.69,243.02,132.3,Unknown,BAUMGARTNER 1-23 #1
197,338.9,112.33,149.65,2.34,35.51,3.65,6.68,243.16,132.92,Unknown,BAUMGARTNER 1-23 #1
198,339.4,119.46,148.17,2.33,35.44,3.7,6.75,243.2,133.35,Unknown,BAUMGARTNER 1-23 #1
199,339.9,122.71,145.92,2.34,38.32,3.7,6.85,243.29,133.85,Unknown,BAUMGARTNER 1-23 #1
200,340.4,123.68,143.54,2.34,38.98,3.73,6.97,243.45,134.19,Unknown,BAUMGARTNER 1-23 #1
201,340.9,123.44,141.91,2.34,38.77,3.81,7.05,243.66,135.02,Unknown,BAUMGARTNER 1-23 #1
202,341.4,118.12,140.96,2.33,41.17,3.85,7.09,243.65,135.53,Unknown,BAUMGARTNER 1-23 #1
203,341.9,115.52,140.48,2.34,43.9,3.8,7.12,243.5,135.37,Unknown,BAUMGARTNER 1-23 #1
204,342.4,121.43,140.57,2.34,44.19,3.76,7.11,243.51,135.46,Unknown,BAUMGARTNER 1-23 #1
205,342.9,124.04,141.23,2.34,41.59,3.75,7.08,243.47,135.98,Unknown,BAUMGARTNER 1-23 #1
206,343.4,116.58,143.1,2.33,38.99,3.78,6.99,243.37,136.15,Unknown,BAUMGARTNER 1-23 #1
207,343.9,112.42,147.0,2.33,37.06,3.88,6.8,243.23,135.94,Unknown,BAUMGARTNER 1-23 #1
208,344.4,113.53,153.13,2.33,37.22,3.99,6.53,243.05,136.33,Unknown,BAUMGARTNER 1-23 #1
209,344.9,112.47,160.17,2.33,40.29,3.95,6.25,243.1,137.04,Unknown,BAUMGARTNER 1-23 #1
210,345.4,112.28,165.14,2.34,41.58,3.79,6.06,243.44,137.28,Unknown,BAUMGARTNER 1-23 #1
211,345.9,114.48,165.26,2.35,41.21,3.73,6.05,243.74,137.03,Unknown,BAUMGARTNER 1-23 #1
212,346.4,113.45,157.98,2.35,42.13,3.74,6.33,243.81,137.28,Unknown,BAUMGARTNER 1-23 #1
213,346.9,107.03,143.8,2.35,38.12,3.79,6.97,243.85,137.58,Unknown,BAUMGARTNER 1-23 #1
214,347.4,99.04,128.88,2.38,31.22,3.85,7.77,243.58,137.66,Unknown,BAUMGARTNER 1-23 #1
215,347.9,87.61,114.13,2.44,22.7,3.98,8.78,243.1,135.74,Unknown,BAUMGARTNER 1-23 #1
216,348.4,68.12,102.28,2.52,14.29,4.26,9.79,242.88,125.83,Unknown,BAUMGARTNER 1-23 #1
217,348.9,52.93,93.29,2.56,9.52,4.74,10.73,242.75,106.2,Unknown,BAUMGARTNER 1-23 #1
218,349.4,57.23,85.94,2.56,8.72,5.12,11.65,242.63,88.01,Unknown,BAUMGARTNER 1-23 #1
219,349.9,83.71,79.34,2.52,12.34,5.03,12.62,242.85,77.11,Unknown,BAUMGARTNER 1-23 #1
220,350.4,123.38,74.16,2.44,19.49,4.71,13.49,243.28,76.15,Unknown,BAUMGARTNER 1-23 #1
221,350.9,156.3,71.63,2.34,26.66,4.38,13.96,243.55,85.94,Unknown,BAUMGARTNER 1-23 #1
222,351.4,171.99,72.09,2.27,31.3,4.1,13.87,243.46,100.27,Unknown,BAUMGARTNER 1-23 #1
223,351.9,171.92,74.89,2.25,31.13,3.92,13.36,243.32,114.36,Unknown,BAUMGARTNER 1-23 #1
224,352.4,143.48,78.23,2.29,25.35,3.79,12.79,243.06,122.92,Unknown,BAUMGARTNER 1-23 #1
225,352.9,97.33,79.18,2.39,17.05,3.78,12.63,242.65,118.47,Unknown,BAUMGARTNER 1-23 #1
226,353.4,69.65,76.26,2.5,11.55,4.05,13.12,242.06,104.34,Unknown,BAUMGARTNER 1-23 #1
227,353.9,64.25,70.39,2.54,11.05,4.63,14.22,241.43,91.46,Unknown,BAUMGARTNER 1-23 #1
228,354.4,65.46,63.03,2.52,13.21,5.1,15.9,240.95,83.17,Unknown,BAUMGARTNER 1-23 #1
229,354.9,70.57,58.21,2.48,15.93,4.96,17.19,240.89,81.61,Unknown,BAUMGARTNER 1-23 #1
230,355.4,73.36,57.69,2.45,18.6,4.55,17.34,241.07,85.95,Unknown,BAUMGARTNER 1-23 #1
231,355.9,68.01,60.43,2.46,19.75,4.27,16.56,241.01,89.58,Unknown,BAUMGARTNER 1-23 #1
232,356.4,66.69,63.6,2.47,20.25,4.13,15.73,240.81,90.94,Unknown,BAUMGARTNER 1-23 #1
233,356.9,74.66,65.13,2.46,21.37,3.85,15.35,240.66,91.61,Unknown,BAUMGARTNER 1-23 #1
234,357.4,82.85,63.71,2.45,22.95,3.61,15.7,240.81,92.22,Unknown,BAUMGARTNER 1-23 #1
235,357.9,81.2,61.04,2.45,23.97,3.57,16.39,241.21,96.14,Unknown,BAUMGARTNER 1-23 #1
236,358.4,68.46,59.25,2.47,20.35,3.8,16.88,241.84,102.12,Unknown,BAUMGARTNER 1-23 #1
237,358.9,51.63,58.78,2.51,13.43,4.26,17.01,242.5,102.95,Unknown,BAUMGARTNER 1-23 #1
238,359.4,40.88,59.08,2.54,9.47,4.69,16.93,242.66,97.22,Unknown,BAUMGARTNER 1-23 #1
239,359.9,39.82,59.0,2.54,9.12,4.92,16.95,242.54,88.93,Unknown,BAUMGARTNER 1-23 #1
