,DEPT,GR,CILD,RHOB,NPLS,PE,ILD,SP,DT,Formation,Well name
8197,2423.5,47.84,139.93,2.4,17.78,2.28,7.15,351.06,86.66,Cherokee,HARTTER #1-34
8198,2424.0,62.2,138.75,2.45,18.03,2.28,7.21,356.22,85.29,Cherokee,HARTTER #1-34
8199,2424.5,81.47,139.07,2.51,18.71,2.31,7.19,361.97,83.77,Cherokee,HARTTER #1-34
8200,2425.0,94.54,141.4,2.55,21.05,2.5,7.07,367.11,82.97,Cherokee,HARTTER #1-34
8201,2425.5,100.56,146.49,2.54,24.69,2.8,6.83,370.79,83.17,Cherokee,HARTTER #1-34
8202,2426.0,101.07,153.51,2.49,28.05,3.03,6.51,372.87,83.06,Cherokee,HARTTER #1-34
8203,2426.5,103.1,162.01,2.41,30.76,3.05,6.17,373.45,84.68,Cherokee,HARTTER #1-34
8204,2427.0,110.89,170.02,2.39,34.29,3.07,5.88,373.21,88.81,Cherokee,HARTTER #1-34
8205,2427.5,117.67,175.65,2.45,37.68,3.03,5.69,372.89,93.49,Cherokee,HARTTER #1-34
8206,2428.0,117.58,178.06,2.49,37.88,2.99,5.62,372.99,96.99,Cherokee,HARTTER #1-34
8207,2428.5,112.05,176.63,2.48,35.86,3.11,5.66,373.35,99.53,Cherokee,HARTTER #1-34
8208,2429.0,110.4,172.55,2.48,35.07,3.15,5.8,373.54,100.62,Cherokee,HARTTER #1-34
8209,2429.5,112.89,168.62,2.47,35.25,3.09,5.93,373.34,100.13,Cherokee,HARTTER #1-34
8210,2430.0,105.39,166.25,2.3,35.88,3.03,6.02,372.79,100.85,Cherokee,HARTTER #1-34
8211,2430.5,85.73,165.15,2.0,37.64,2.87,6.06,372.19,103.36,Cherokee,HARTTER #1-34
8212,2431.0,70.63,163.53,1.79,42.19,2.51,6.12,372.14,104.91,Cherokee,HARTTER #1-34
8213,2431.5,72.36,161.72,1.77,43.3,2.11,6.18,372.83,107.23,Cherokee,HARTTER #1-34
8214,2432.0,88.49,160.31,1.92,38.35,1.93,6.24,373.77,109.95,Cherokee,HARTTER #1-34
8215,2432.5,106.31,160.76,2.18,34.4,2.07,6.22,374.51,109.59,Cherokee,HARTTER #1-34
8216,2433.0,111.35,163.86,2.41,32.6,2.34,6.1,375.1,106.57,Cherokee,HARTTER #1-34
8217,2433.5,107.56,168.45,2.55,30.09,2.54,5.94,375.69,101.81,Cherokee,HARTTER #1-34
8218,2434.0,107.15,171.73,2.61,27.06,2.66,5.82,376.2,96.86,Cherokee,HARTTER #1-34
8219,2434.5,108.0,172.19,2.6,25.69,2.78,5.81,376.59,93.44,Cherokee,HARTTER #1-34
8220,2435.0,111.13,170.09,2.57,26.29,2.93,5.88,376.94,91.87,Cherokee,HARTTER #1-34
8221,2435.5,116.35,166.43,2.54,27.01,3.0,6.01,377.05,91.43,Cherokee,HARTTER #1-34
8222,2436.0,115.05,162.95,2.53,26.88,2.96,6.14,376.88,91.05,Cherokee,HARTTER #1-34
8223,2436.5,110.74,161.19,2.51,27.05,2.98,6.2,376.5,90.66,Cherokee,HARTTER #1-34
8224,2437.0,108.33,161.16,2.49,27.96,3.06,6.21,375.99,90.8,Cherokee,HARTTER #1-34
8225,2437.5,107.84,162.4,2.5,28.4,3.12,6.16,375.44,91.79,Cherokee,HARTTER #1-34
8226,2438.0,110.25,164.21,2.53,28.64,3.06,6.09,374.88,93.51,Cherokee,HARTTER #1-34
8227,2438.5,114.15,166.59,2.52,28.71,2.94,6.0,374.26,95.35,Cherokee,HARTTER #1-34
8228,2439.0,116.93,168.96,2.5,28.58,2.88,5.92,373.73,95.06,Cherokee,HARTTER #1-34
8229,2439.5,118.86,171.19,2.48,28.35,3.01,5.84,373.34,92.96,Cherokee,HARTTER #1-34
8230,2440.0,117.97,173.05,2.46,30.3,3.16,5.78,373.05,92.12,Cherokee,HARTTER #1-34
8231,2440.5,117.85,174.94,2.45,33.79,3.28,5.72,373.05,94.39,Cherokee,HARTTER #1-34
8232,2441.0,115.32,177.19,2.48,35.78,3.34,5.64,373.39,97.98,Cherokee,HARTTER #1-34
8233,2441.5,109.09,179.74,2.52,36.61,3.25,5.56,373.91,100.41,Cherokee,HARTTER #1-34
8234,2442.0,106.77,181.78,2.53,35.44,3.14,5.5,374.33,100.03,Cherokee,HARTTER #1-34
8235,2442.5,107.53,182.47,2.54,33.22,3.12,5.48,374.59,96.49,Cherokee,HARTTER #1-34
8236,2443.0,111.29,181.34,2.54,33.31,3.18,5.51,374.69,93.55,Cherokee,HARTTER #1-34
8237,2443.5,117.66,178.89,2.53,35.11,3.18,5.59,374.59,93.0,Cherokee,HARTTER #1-34
8238,2444.0,120.98,176.28,2.56,36.64,3.12,5.67,374.39,95.29,Cherokee,HARTTER #1-34
8239,2444.5,116.37,174.86,2.58,35.88,3.18,5.72,374.17,97.1,Cherokee,HARTTER #1-34
8240,2445.0,111.92,174.31,2.57,33.31,3.32,5.74,374.03,97.65,Cherokee,HARTTER #1-34
8241,2445.5,114.08,174.59,2.55,32.09,3.42,5.73,373.99,97.07,Cherokee,HARTTER #1-34
8242,2446.0,119.27,175.25,2.54,32.74,3.48,5.71,373.9,94.52,Cherokee,HARTTER #1-34
8243,2446.5,124.47,176.45,2.55,34.58,3.5,5.67,373.65,91.07,Cherokee,HARTTER #1-34
8244,2447.0,123.59,178.62,2.55,35.69,3.46,5.6,373.36,89.21,Cherokee,HARTTER #1-34
8245,2447.5,120.99,182.88,2.51,35.73,3.37,5.47,373.19,89.19,Cherokee,HARTTER #1-34
8246,2448.0,124.75,189.31,2.42,34.13,3.28,5.28,373.1,90.84,Cherokee,HARTTER #1-34
8247,2448.5,125.59,194.7,2.36,32.96,3.28,5.14,373.17,95.38,Cherokee,HARTTER #1-34
8248,2449.0,122.43,197.68,2.33,34.23,3.24,5.06,373.62,99.74,Cherokee,HARTTER #1-34
8249,2449.5,122.58,195.84,2.35,34.51,3.06,5.11,374.36,101.65,Cherokee,HARTTER #1-34
8250,2450.0,131.23,189.01,2.4,34.64,2.88,5.29,374.9,101.65,Cherokee,HARTTER #1-34
8251,2450.5,139.66,178.04,2.46,35.14,2.84,5.62,374.97,101.05,Cherokee,HARTTER #1-34
8252,2451.0,141.14,166.43,2.46,34.32,2.87,6.01,374.69,100.33,Cherokee,HARTTER #1-34
8253,2451.5,140.27,155.84,2.48,34.08,2.91,6.42,374.31,99.54,Cherokee,HARTTER #1-34
8254,2452.0,129.61,145.23,2.56,31.69,3.02,6.89,374.17,96.99,Cherokee,HARTTER #1-34
8255,2452.5,103.75,136.68,2.63,25.93,3.36,7.32,374.52,90.65,Cherokee,HARTTER #1-34
8256,2453.0,83.93,130.16,2.63,22.1,3.91,7.68,375.1,84.27,Cherokee,HARTTER #1-34
8257,2453.5,88.75,126.29,2.6,21.55,3.86,7.92,375.51,80.33,Cherokee,HARTTER #1-34
8258,2454.0,98.52,127.1,2.58,21.78,3.47,7.87,375.46,79.02,Cherokee,HARTTER #1-34
8259,2454.5,94.34,133.91,2.55,21.43,3.22,7.47,374.92,80.26,Cherokee,HARTTER #1-34
8260,2455.0,91.76,145.27,2.52,20.27,3.15,6.88,374.03,82.05,Cherokee,HARTTER #1-34
8261,2455.5,100.66,157.11,2.49,20.78,3.14,6.37,372.78,84.32,Cherokee,HARTTER #1-34
8262,2456.0,112.34,168.85,2.43,24.23,3.14,5.92,371.51,88.46,Cherokee,HARTTER #1-34
8263,2456.5,118.95,177.99,2.39,29.03,3.17,5.62,370.94,93.43,Cherokee,HARTTER #1-34
8264,2457.0,115.64,184.63,2.39,32.68,3.17,5.42,371.19,98.39,Cherokee,HARTTER #1-34
8265,2457.5,112.47,190.04,2.45,32.88,3.17,5.26,371.82,101.53,Cherokee,HARTTER #1-34
8266,2458.0,116.34,193.12,2.49,31.66,3.18,5.18,372.43,101.04,Cherokee,HARTTER #1-34
8267,2458.5,115.53,194.36,2.49,31.6,3.09,5.15,372.9,98.69,Cherokee,HARTTER #1-34
8268,2459.0,109.74,193.37,2.48,32.07,2.98,5.17,373.19,96.25,Cherokee,HARTTER #1-34
8269,2459.5,106.56,189.75,2.47,31.76,2.96,5.27,373.24,94.92,Cherokee,HARTTER #1-34
8270,2460.0,106.1,183.75,2.44,30.73,2.96,5.44,373.08,95.97,Cherokee,HARTTER #1-34
8271,2460.5,108.36,176.0,2.4,30.91,2.92,5.68,372.89,98.31,Cherokee,HARTTER #1-34
8272,2461.0,112.53,167.24,2.38,33.05,2.88,5.98,372.88,99.4,Cherokee,HARTTER #1-34
8273,2461.5,113.19,158.12,2.42,35.28,2.85,6.33,373.03,99.86,Cherokee,HARTTER #1-34
8274,2462.0,112.72,150.11,2.51,35.97,2.88,6.66,373.06,98.9,Cherokee,HARTTER #1-34
8275,2462.5,110.0,146.47,2.56,32.87,3.02,6.83,372.72,95.56,Cherokee,HARTTER #1-34
8276,2463.0,103.89,145.49,2.56,28.03,3.32,6.87,372.04,91.4,Cherokee,HARTTER #1-34
8277,2463.5,90.26,144.84,2.56,24.16,3.38,6.9,371.19,86.04,Cherokee,HARTTER #1-34
8278,2464.0,74.87,143.67,2.55,21.95,3.12,6.96,370.66,82.39,Cherokee,HARTTER #1-34
8279,2464.5,76.79,141.1,2.55,21.05,2.96,7.09,370.99,83.04,Cherokee,HARTTER #1-34
8280,2465.0,88.98,138.07,2.58,20.82,2.99,7.24,371.74,84.98,Cherokee,HARTTER #1-34
8281,2465.5,98.27,136.15,2.57,23.21,3.06,7.34,372.15,87.52,Cherokee,HARTTER #1-34
8282,2466.0,100.76,137.42,2.37,26.0,3.0,7.28,372.16,91.65,Cherokee,HARTTER #1-34
8283,2466.5,91.07,140.35,1.99,29.24,2.65,7.13,372.05,96.08,Cherokee,HARTTER #1-34
8284,2467.0,68.71,141.43,1.63,37.19,2.2,7.07,371.88,101.0,Cherokee,HARTTER #1-34
8285,2467.5,49.58,138.39,1.54,46.39,1.93,7.23,371.72,107.06,Cherokee,HARTTER #1-34
8286,2468.0,50.33,132.6,1.61,44.52,1.77,7.54,371.59,112.01,Cherokee,HARTTER #1-34
8287,2468.5,66.52,126.77,1.86,39.56,1.76,7.89,371.18,111.14,Cherokee,HARTTER #1-34
8288,2469.0,85.31,124.46,2.15,34.74,1.97,8.03,370.19,104.7,Cherokee,HARTTER #1-34
8289,2469.5,97.27,126.0,2.34,30.28,2.31,7.94,367.97,98.49,Cherokee,HARTTER #1-34
8290,2470.0,98.08,129.5,2.4,28.54,2.47,7.72,363.92,92.81,Cherokee,HARTTER #1-34
8291,2470.5,93.99,132.8,2.41,28.05,2.45,7.53,357.29,88.39,Cherokee,HARTTER #1-34
8292,2471.0,89.82,135.48,2.38,27.37,2.34,7.38,348.85,87.2,Cherokee,HARTTER #1-34
8293,2471.5,80.35,137.13,2.34,25.67,2.25,7.29,340.08,85.14,Cherokee,HARTTER #1-34
8294,2472.0,70.26,137.82,2.34,22.57,2.21,7.26,332.96,79.73,Cherokee,HARTTER #1-34
8295,2472.5,61.32,138.85,2.35,19.77,2.16,7.2,328.35,77.17,Cherokee,HARTTER #1-34
8296,2473.0,54.93,140.19,2.37,19.19,2.07,7.13,325.46,77.88,Cherokee,HARTTER #1-34
8297,2473.5,55.98,141.6,2.38,19.39,1.95,7.06,323.73,78.8,Cherokee,HARTTER #1-34
8298,2474.0,61.04,141.82,2.38,19.15,1.88,7.05,322.77,80.0,Cherokee,HARTTER #1-34
8299,2474.5,65.75,141.06,2.35,18.99,1.87,7.09,322.34,81.01,Cherokee,HARTTER #1-34
8300,2475.0,69.39,139.25,2.32,19.16,1.92,7.18,322.24,81.26,Cherokee,HARTTER #1-34
8301,2475.5,70.85,135.82,2.29,19.36,2.01,7.36,322.34,81.98,Cherokee,HARTTER #1-34
8302,2476.0,69.94,131.0,2.3,19.97,2.09,7.63,322.45,83.08,Cherokee,HARTTER #1-34
8303,2476.5,67.06,125.94,2.32,20.61,2.12,7.94,322.48,83.74,Cherokee,HARTTER #1-34
8304,2477.0,63.83,120.5,2.34,20.12,2.1,8.3,322.37,83.49,Cherokee,HARTTER #1-34
8305,2477.5,59.87,115.64,2.35,18.5,2.05,8.65,322.24,81.91,Cherokee,HARTTER #1-34
8306,2478.0,55.11,111.0,2.35,17.5,1.99,9.01,322.42,80.73,Cherokee,HARTTER #1-34
8307,2478.5,54.56,107.47,2.35,17.15,2.03,9.3,323.18,80.75,Cherokee,HARTTER #1-34
8308,2479.0,57.63,105.27,2.34,17.56,2.19,9.5,324.52,81.01,Cherokee,HARTTER #1-34
8309,2479.5,55.55,104.71,2.34,17.85,2.4,9.55,326.36,81.41,Cherokee,HARTTER #1-34
8310,2480.0,51.57,105.91,2.37,17.65,2.49,9.44,328.79,81.01,Cherokee,HARTTER #1-34
8311,2480.5,54.53,108.62,2.41,17.86,2.51,9.21,332.15,79.69,Cherokee,HARTTER #1-34
8312,2481.0,61.33,111.91,2.43,18.25,2.68,8.94,336.56,79.45,Cherokee,HARTTER #1-34
8313,2481.5,63.52,114.31,2.43,19.57,2.95,8.75,342.36,80.06,Cherokee,HARTTER #1-34
8314,2482.0,69.58,115.36,2.45,20.73,3.1,8.67,348.83,80.82,Cherokee,HARTTER #1-34
8315,2482.5,85.19,115.66,2.48,20.08,3.07,8.65,354.61,82.47,Cherokee,HARTTER #1-34
8316,2483.0,95.97,115.85,2.49,20.51,2.93,8.63,358.44,83.0,Cherokee,HARTTER #1-34
8317,2483.5,96.22,116.28,2.5,23.41,2.69,8.6,359.33,82.47,Cherokee,HARTTER #1-34
8318,2484.0,91.27,115.79,2.5,23.73,2.5,8.64,358.04,80.89,Cherokee,HARTTER #1-34
8319,2484.5,85.12,113.63,2.48,21.21,2.48,8.8,356.29,77.62,Cherokee,HARTTER #1-34
8320,2485.0,84.17,110.18,2.47,19.84,2.56,9.08,355.2,75.65,Cherokee,HARTTER #1-34
8321,2485.5,88.28,106.27,2.45,20.37,2.57,9.41,354.58,75.06,Cherokee,HARTTER #1-34
8322,2486.0,88.85,103.07,2.43,21.26,2.43,9.7,353.91,75.78,Cherokee,HARTTER #1-34
8323,2486.5,88.11,101.27,2.42,21.82,2.22,9.87,353.48,78.08,Cherokee,HARTTER #1-34
8324,2487.0,94.21,100.78,2.42,21.8,2.16,9.92,353.59,80.68,Cherokee,HARTTER #1-34
8325,2487.5,108.94,100.98,2.43,22.95,2.26,9.9,353.94,85.02,Cherokee,HARTTER #1-34
8326,2488.0,119.34,100.64,2.44,23.65,2.4,9.94,354.01,88.21,Cherokee,HARTTER #1-34
8327,2488.5,114.59,99.12,2.45,23.63,2.53,10.09,353.41,86.82,Cherokee,HARTTER #1-34
8328,2489.0,103.56,96.99,2.44,23.84,2.66,10.31,351.96,83.13,Cherokee,HARTTER #1-34
8329,2489.5,96.1,94.29,2.42,23.06,2.68,10.61,349.47,77.52,Cherokee,HARTTER #1-34
8330,2490.0,85.22,92.57,2.4,20.9,2.53,10.8,346.57,73.79,Cherokee,HARTTER #1-34
8331,2490.5,66.51,92.38,2.39,18.15,2.3,10.82,344.11,72.7,Cherokee,HARTTER #1-34
8332,2491.0,52.84,93.27,2.38,15.99,2.14,10.72,342.79,71.23,Cherokee,HARTTER #1-34
8333,2491.5,49.48,94.62,2.38,14.53,2.06,10.57,343.38,71.87,Cherokee,HARTTER #1-34
8334,2492.0,54.6,96.34,2.36,13.5,2.05,10.38,346.0,72.49,Cherokee,HARTTER #1-34
8335,2492.5,67.93,98.27,2.31,14.43,2.17,10.18,349.91,71.92,Cherokee,HARTTER #1-34
8336,2493.0,87.85,100.11,2.28,17.71,2.32,9.99,353.45,74.49,Cherokee,HARTTER #1-34
8337,2493.5,110.81,101.23,2.3,22.79,2.45,9.88,355.58,80.96,Cherokee,HARTTER #1-34
8338,2494.0,122.77,102.87,2.33,28.32,2.6,9.72,356.33,88.94,Cherokee,HARTTER #1-34
8339,2494.5,121.57,103.09,2.34,32.38,2.81,9.7,355.67,96.36,Cherokee,HARTTER #1-34
8340,2495.0,118.28,100.95,2.37,32.06,3.15,9.91,354.22,101.47,Cherokee,HARTTER #1-34
8341,2495.5,116.74,96.51,2.37,29.48,3.36,10.36,352.66,99.19,Cherokee,HARTTER #1-34
8342,2496.0,117.9,89.9,2.36,28.44,3.22,11.12,351.25,93.0,Cherokee,HARTTER #1-34
8343,2496.5,117.33,80.9,2.36,28.13,3.0,12.37,349.74,93.22,Cherokee,HARTTER #1-34
8344,2497.0,110.95,70.53,2.38,26.78,2.79,14.18,347.75,94.04,Cherokee,HARTTER #1-34
8345,2497.5,94.28,60.44,2.44,26.06,2.63,16.56,345.06,90.13,Cherokee,HARTTER #1-34
8346,2498.0,71.1,51.32,2.5,25.05,2.72,19.48,342.38,83.88,Mississippian,HARTTER #1-34
8347,2498.5,52.06,43.6,2.55,20.91,3.21,22.96,340.78,73.5,Mississippian,HARTTER #1-34
8348,2499.0,42.62,37.59,2.57,15.97,3.68,26.61,340.26,63.68,Mississippian,HARTTER #1-34
8349,2499.5,39.54,33.4,2.59,12.13,3.9,29.95,340.33,62.36,Mississippian,HARTTER #1-34
8350,2500.0,38.14,30.36,2.63,9.19,4.08,32.94,340.22,65.46,Mississippian,HARTTER #1-34
8351,2500.5,38.92,29.01,2.65,7.15,4.27,34.47,339.51,64.6,Mississippian,HARTTER #1-34
8352,2501.0,40.12,28.8,2.64,6.16,4.27,34.72,338.34,61.0,Mississippian,HARTTER #1-34
8353,2501.5,40.29,30.09,2.63,6.21,4.04,33.24,336.81,56.49,Mississippian,HARTTER #1-34
8354,2502.0,38.06,31.75,2.64,6.77,3.92,31.5,335.23,53.31,Mississippian,HARTTER #1-34
8355,2502.5,34.56,33.42,2.65,7.61,3.92,29.93,333.88,55.63,Mississippian,HARTTER #1-34
8356,2503.0,34.88,35.43,2.62,9.5,3.85,28.22,332.51,61.51,Mississippian,HARTTER #1-34
8357,2503.5,38.38,36.8,2.57,12.25,3.57,27.18,330.68,66.31,Mississippian,HARTTER #1-34
8358,2504.0,38.19,37.03,2.53,15.28,3.29,27.0,328.06,67.94,Mississippian,HARTTER #1-34
8359,2504.5,33.03,35.96,2.49,17.33,3.25,27.81,324.73,65.16,Mississippian,HARTTER #1-34
8360,2505.0,30.85,34.07,2.46,16.6,3.19,29.35,321.78,61.58,Mississippian,HARTTER #1-34
8361,2505.5,31.63,31.34,2.47,13.49,3.1,31.92,320.56,58.43,Mississippian,HARTTER #1-34
8362,2506.0,29.1,27.98,2.48,10.44,3.19,35.74,321.0,57.39,Mississippian,HARTTER #1-34
8363,2506.5,24.87,24.41,2.51,7.8,3.25,41.0,322.97,58.86,Mississippian,HARTTER #1-34
8364,2507.0,22.97,20.85,2.55,5.49,3.29,47.97,326.07,58.31,Mississippian,HARTTER #1-34
8365,2507.5,24.46,17.69,2.59,4.0,3.52,56.6,329.71,55.77,Mississippian,HARTTER #1-34
8366,2508.0,27.34,15.18,2.62,3.29,3.9,65.86,333.32,53.4,Mississippian,HARTTER #1-34
8367,2508.5,31.05,13.92,2.64,2.87,4.26,71.85,336.32,51.91,Mississippian,HARTTER #1-34
8368,2509.0,35.05,13.39,2.68,2.66,4.48,74.69,338.6,51.72,Mississippian,HARTTER #1-34
8369,2509.5,35.63,13.24,2.69,2.53,4.6,75.54,340.37,52.25,Mississippian,HARTTER #1-34
8370,2510.0,34.78,13.2,2.67,2.5,4.66,75.75,341.75,52.18,Mississippian,HARTTER #1-34
8371,2510.5,34.58,12.81,2.63,2.91,4.49,78.07,342.85,51.59,Mississippian,HARTTER #1-34
8372,2511.0,34.51,12.11,2.6,3.3,4.15,82.57,343.96,50.44,Mississippian,HARTTER #1-34
8373,2511.5,33.58,11.15,2.6,3.19,3.97,89.71,345.38,49.86,Mississippian,HARTTER #1-34
8374,2512.0,31.28,9.78,2.61,2.85,4.19,102.27,347.23,51.43,Mississippian,HARTTER #1-34
8375,2512.5,32.69,8.66,2.63,2.59,4.67,115.52,349.44,52.23,Mississippian,HARTTER #1-34
8376,2513.0,37.71,8.71,2.63,2.4,4.95,114.81,351.56,50.63,Mississippian,HARTTER #1-34
8377,2513.5,39.95,10.4,2.63,2.82,4.86,96.43,353.31,49.47,Mississippian,HARTTER #1-34
8378,2514.0,40.97,14.33,2.62,3.79,4.57,69.8,354.76,50.78,Mississippian,HARTTER #1-34
8379,2514.5,45.18,19.39,2.6,4.9,4.08,51.67,356.09,53.27,Mississippian,HARTTER #1-34
8380,2515.0,58.26,24.51,2.58,6.73,3.48,40.8,357.44,56.89,Mississippian,HARTTER #1-34
8381,2515.5,80.0,29.01,2.55,9.37,2.99,34.49,358.57,60.75,Mississippian,HARTTER #1-34
8382,2516.0,94.69,31.64,2.51,12.34,2.73,31.6,359.22,60.42,Mississippian,HARTTER #1-34
8383,2516.5,94.16,33.8,2.48,14.97,2.78,29.59,359.28,59.45,Mississippian,HARTTER #1-34
8384,2517.0,83.66,35.72,2.5,14.72,3.05,28.0,358.71,61.24,Mississippian,HARTTER #1-34
8385,2517.5,70.8,38.56,2.55,11.98,3.32,25.94,357.18,60.14,Mississippian,HARTTER #1-34
8386,2518.0,55.76,40.7,2.6,9.21,3.61,24.57,354.71,56.78,Mississippian,HARTTER #1-34
8387,2518.5,41.04,37.39,2.62,6.52,3.83,26.76,351.65,53.9,Mississippian,HARTTER #1-34
8388,2519.0,33.37,31.62,2.62,5.23,3.62,31.63,348.37,52.58,Mississippian,HARTTER #1-34
8389,2519.5,30.87,25.31,2.61,5.44,3.29,39.6,345.01,51.89,Mississippian,HARTTER #1-34
8390,2520.0,26.93,20.83,2.6,5.45,3.27,48.02,341.71,51.66,Mississippian,HARTTER #1-34
8391,2520.5,23.89,20.01,2.61,4.89,3.6,49.97,338.56,51.75,Mississippian,HARTTER #1-34
8392,2521.0,27.51,22.8,2.63,5.27,3.96,43.85,335.5,50.5,Mississippian,HARTTER #1-34
8393,2521.5,34.73,29.46,2.63,7.39,4.0,34.02,332.61,50.51,Mississippian,HARTTER #1-34
8394,2522.0,36.86,36.94,2.62,11.04,3.88,27.07,329.98,53.5,Mississippian,HARTTER #1-34
8395,2522.5,30.33,43.29,2.61,14.25,3.66,23.12,327.69,55.09,Mississippian,HARTTER #1-34
8396,2523.0,22.75,49.96,2.6,13.57,3.39,20.02,325.65,56.53,Mississippian,HARTTER #1-34
8397,2523.5,20.88,56.73,2.57,11.52,3.05,17.64,323.66,59.84,Mississippian,HARTTER #1-34
8398,2524.0,21.07,62.96,2.52,11.88,2.83,15.88,321.78,64.24,Mississippian,HARTTER #1-34
8399,2524.5,20.92,68.66,2.48,16.11,3.06,14.57,320.26,68.03,Mississippian,HARTTER #1-34
8400,2525.0,20.3,73.82,2.48,23.46,3.48,13.55,319.21,70.43,Mississippian,HARTTER #1-34
8401,2525.5,21.12,78.6,2.48,26.92,3.72,12.72,318.71,71.06,Mississippian,HARTTER #1-34
8402,2526.0,24.76,81.83,2.48,26.28,3.77,12.22,318.71,69.33,Mississippian,HARTTER #1-34
8403,2526.5,26.16,83.91,2.49,24.38,3.76,11.92,318.9,66.3,Mississippian,HARTTER #1-34
8404,2527.0,24.38,85.07,2.5,21.54,3.59,11.75,318.94,64.75,Mississippian,HARTTER #1-34
8405,2527.5,23.32,85.53,2.5,18.81,3.13,11.69,318.94,65.14,Mississippian,HARTTER #1-34
8406,2528.0,21.83,86.3,2.51,17.88,2.73,11.59,319.1,66.5,Mississippian,HARTTER #1-34
8407,2528.5,20.84,87.22,2.5,18.27,2.63,11.47,319.51,68.06,Mississippian,HARTTER #1-34
8408,2529.0,20.91,89.19,2.46,19.04,2.73,11.21,320.04,68.74,Mississippian,HARTTER #1-34
8409,2529.5,20.44,91.79,2.41,19.92,2.79,10.89,320.68,67.28,Mississippian,HARTTER #1-34
8410,2530.0,21.29,94.18,2.41,19.97,2.75,10.62,321.32,65.21,Mississippian,HARTTER #1-34
8411,2530.5,24.34,96.42,2.44,20.14,2.83,10.37,321.59,64.32,Mississippian,HARTTER #1-34
8412,2531.0,25.58,98.46,2.47,22.29,3.05,10.16,321.27,64.09,Mississippian,HARTTER #1-34
8413,2531.5,23.35,99.84,2.47,23.21,3.18,10.02,320.45,64.89,Mississippian,HARTTER #1-34
8414,2532.0,21.46,100.35,2.45,21.68,3.09,9.96,319.59,66.37,Mississippian,HARTTER #1-34
8415,2532.5,20.4,99.47,2.41,20.31,2.98,10.05,319.08,67.48,Mississippian,HARTTER #1-34
8416,2533.0,21.46,97.7,2.41,19.06,2.87,10.23,318.97,69.08,Mississippian,HARTTER #1-34
8417,2533.5,25.2,95.39,2.44,18.58,2.72,10.48,319.15,69.03,Mississippian,HARTTER #1-34
8418,2534.0,28.89,92.99,2.48,18.78,2.76,10.75,319.31,67.42,Mississippian,HARTTER #1-34
8419,2534.5,27.89,91.32,2.49,19.7,2.92,10.95,319.45,67.28,Mississippian,HARTTER #1-34
8420,2535.0,23.99,91.51,2.47,20.07,2.91,10.93,319.7,68.4,Mississippian,HARTTER #1-34
8421,2535.5,19.72,94.0,2.46,20.02,2.7,10.64,320.04,69.86,Mississippian,HARTTER #1-34
8422,2536.0,16.52,98.65,2.46,19.84,2.49,10.14,320.55,70.84,Mississippian,HARTTER #1-34
8423,2536.5,16.79,104.35,2.46,19.16,2.46,9.58,321.33,69.71,Mississippian,HARTTER #1-34
8424,2537.0,21.49,109.66,2.46,18.85,2.62,9.12,322.1,67.61,Mississippian,HARTTER #1-34
8425,2537.5,26.84,112.5,2.46,19.29,2.82,8.89,322.25,66.92,Mississippian,HARTTER #1-34
8426,2538.0,27.57,112.81,2.47,21.72,3.01,8.86,321.6,68.45,Mississippian,HARTTER #1-34
8427,2538.5,26.34,110.55,2.47,25.85,3.16,9.05,320.69,70.24,Mississippian,HARTTER #1-34
8428,2539.0,26.66,106.59,2.45,26.49,3.29,9.38,319.98,68.58,Mississippian,HARTTER #1-34
8429,2539.5,26.94,101.64,2.44,23.35,3.3,9.84,319.45,65.6,Mississippian,HARTTER #1-34
8430,2540.0,28.6,95.22,2.44,19.17,3.07,10.5,319.17,65.32,Mississippian,HARTTER #1-34
8431,2540.5,31.84,87.68,2.45,13.82,2.72,11.41,319.34,68.2,Mississippian,HARTTER #1-34
8432,2541.0,31.66,79.56,2.48,9.95,2.4,12.57,319.89,70.6,Mississippian,HARTTER #1-34
8433,2541.5,28.45,72.47,2.5,9.76,2.31,13.8,320.68,71.21,Mississippian,HARTTER #1-34
8434,2542.0,26.9,68.57,2.5,12.19,2.45,14.58,321.52,70.95,Mississippian,HARTTER #1-34
8435,2542.5,27.31,67.64,2.49,14.86,2.61,14.78,322.36,69.16,Mississippian,HARTTER #1-34
8436,2543.0,26.6,68.97,2.51,15.82,2.64,14.5,323.36,68.34,Mississippian,HARTTER #1-34
8437,2543.5,26.01,70.96,2.53,15.89,2.63,14.09,324.48,67.37,Mississippian,HARTTER #1-34
8438,2544.0,29.21,72.31,2.54,16.08,2.62,13.83,325.54,64.41,Mississippian,HARTTER #1-34
8439,2544.5,33.79,73.08,2.53,16.86,2.71,13.68,326.02,63.05,Mississippian,HARTTER #1-34
8440,2545.0,35.45,73.63,2.51,18.47,2.9,13.58,325.4,65.34,Mississippian,HARTTER #1-34
8441,2545.5,34.38,74.65,2.51,19.66,3.03,13.4,323.95,69.06,Mississippian,HARTTER #1-34
8442,2546.0,32.37,75.65,2.53,18.67,3.04,13.22,322.44,71.45,Mississippian,HARTTER #1-34
8443,2546.5,29.48,75.71,2.55,16.92,2.91,13.21,320.92,71.29,Mississippian,HARTTER #1-34
8444,2547.0,29.13,74.59,2.55,16.6,2.73,13.41,319.25,69.58,Mississippian,HARTTER #1-34
8445,2547.5,31.27,72.21,2.54,18.75,2.72,13.85,317.72,68.76,Mississippian,HARTTER #1-34
