,DEPT,GR,CILD,RHOB,NPLS,PE,ILD,SP,DT,Formation,Well name,Log_ILD,Log_CILD
7166,2055.0,111.88,273.82,2.36,21.36,2.76,3.65,350.37,85.84,Cherokee,HARTTER #1-34,1.2947271675944,5.61247095620561
7167,2055.5,107.93,274.25,2.38,21.62,2.78,3.65,347.47,82.57,Cherokee,HARTTER #1-34,1.2947271675944,5.614040099155339
7168,2056.0,108.68,271.46,2.4,21.87,2.94,3.68,346.35,81.65,Cherokee,HARTTER #1-34,1.3029127521808397,5.603814798869819
7169,2056.5,112.16,265.83,2.42,20.27,3.18,3.76,347.95,81.17,Cherokee,HARTTER #1-34,1.324418957401803,5.582857006727321
7170,2057.0,118.07,258.3,2.44,19.44,3.32,3.87,351.7,80.74,Cherokee,HARTTER #1-34,1.3532545070416904,5.554121700101795
7171,2057.5,127.9,251.76,2.45,20.52,3.32,3.97,356.15,81.6,Cherokee,HARTTER #1-34,1.3787660946990992,5.5284762527561515
7172,2058.0,139.86,246.87,2.46,23.0,3.29,4.05,359.71,82.67,Cherokee,HARTTER #1-34,1.3987168811184478,5.508861882285731
7173,2058.5,150.19,245.1,2.47,25.29,3.24,4.08,361.43,82.65,Cherokee,HARTTER #1-34,1.4060969884160703,5.501666290534067
7174,2059.0,148.26,244.8,2.46,25.42,3.17,4.08,360.51,82.49,Cherokee,HARTTER #1-34,1.4060969884160703,5.500441550638171
7175,2059.5,132.25,244.07,2.43,23.27,3.06,4.1,356.23,82.34,Cherokee,HARTTER #1-34,1.410986973710262,5.4974550693954
7176,2060.0,115.17,242.35,2.39,20.74,2.95,4.13,351.12,83.06,Cherokee,HARTTER #1-34,1.4182774069729414,5.490382962291385
7177,2060.5,105.76,240.1,2.37,19.64,2.83,4.16,348.56,85.69,Cherokee,HARTTER #1-34,1.425515074273172,5.481055503227208
7178,2061.0,105.74,237.16,2.37,21.29,2.74,4.22,349.91,88.22,Cherokee,HARTTER #1-34,1.4398351280479205,5.468735018839167
7179,2061.5,115.99,235.51,2.39,24.14,2.75,4.25,354.86,89.17,Cherokee,HARTTER #1-34,1.4469189829363254,5.461753375399962
7180,2062.0,128.2,232.93,2.41,24.91,2.88,4.29,361.31,89.22,Cherokee,HARTTER #1-34,1.4562867329399256,5.450737979243263
7181,2062.5,140.25,230.16,2.41,26.77,3.14,4.34,367.14,88.26,Cherokee,HARTTER #1-34,1.4678743481123135,5.438774719243292
7182,2063.0,158.81,227.42,2.38,30.83,3.26,4.4,370.71,87.22,Cherokee,HARTTER #1-34,1.4816045409242156,5.426798528196577
7183,2063.5,175.83,226.65,2.34,32.91,3.16,4.41,371.51,87.97,Cherokee,HARTTER #1-34,1.4838746894587547,5.4234069773868585
7184,2064.0,171.06,229.26,2.33,32.09,2.99,4.36,370.68,90.13,Cherokee,HARTTER #1-34,1.472472057360943,5.434856730686864
7185,2064.5,149.51,235.27,2.39,31.98,2.92,4.25,368.86,91.38,Cherokee,HARTTER #1-34,1.4469189829363254,5.460733790792328
7186,2065.0,137.48,242.97,2.43,32.88,2.9,4.12,365.99,92.77,Cherokee,HARTTER #1-34,1.415853163361435,5.4929379789290085
7187,2065.5,132.37,250.41,2.43,31.84,2.95,3.99,361.28,93.67,Cherokee,HARTTER #1-34,1.3837912309017721,5.523099574530755
7188,2066.0,122.25,255.91,2.42,29.21,3.1,3.91,355.43,92.47,Cherokee,HARTTER #1-34,1.3635373739972745,5.544825820166979
7189,2066.5,114.0,258.67,2.39,27.13,3.2,3.87,350.57,91.43,Cherokee,HARTTER #1-34,1.3532545070416904,5.555553118030016
7190,2067.0,105.16,258.77,2.36,25.73,3.18,3.86,348.41,90.84,Cherokee,HARTTER #1-34,1.3506671834767394,5.555939636278489
7191,2067.5,95.44,257.78,2.34,25.28,3.37,3.88,350.0,91.12,Cherokee,HARTTER #1-34,1.355835153635182,5.552106507976633
7192,2068.0,95.19,255.12,2.34,25.05,3.64,3.92,354.74,92.36,Cherokee,HARTTER #1-34,1.366091653802371,5.541734022701802
7193,2068.5,105.6,251.82,2.37,24.16,3.81,3.97,361.03,93.39,Cherokee,HARTTER #1-34,1.3787660946990992,5.528714546573554
7194,2069.0,120.85,248.97,2.39,25.61,3.91,4.02,366.27,93.5,Cherokee,HARTTER #1-34,1.3912819026309295,5.517332407278467
7195,2069.5,138.26,248.72,2.41,29.22,3.85,4.02,369.06,93.35,Cherokee,HARTTER #1-34,1.3912819026309295,5.516327765750498
7196,2070.0,154.09,250.74,2.44,31.79,3.64,3.99,369.91,93.15,Cherokee,HARTTER #1-34,1.3837912309017721,5.524416545687879
7197,2070.5,158.1,256.58,2.46,31.7,3.49,3.9,369.56,92.93,Cherokee,HARTTER #1-34,1.3609765531356006,5.547440506821194
7198,2071.0,145.52,265.29,2.47,30.38,3.44,3.77,368.25,93.19,Cherokee,HARTTER #1-34,1.3270750014599193,5.580823567255753
7199,2071.5,124.79,275.95,2.48,30.07,3.38,3.62,366.6,92.56,Cherokee,HARTTER #1-34,1.2864740258376797,5.62021968988551
7200,2072.0,118.87,286.76,2.47,27.7,3.49,3.49,365.57,90.88,Cherokee,HARTTER #1-34,1.2499017362143359,5.658645628984671
7201,2072.5,128.67,299.38,2.44,25.48,3.65,3.34,364.69,90.04,Cherokee,HARTTER #1-34,1.205970806988609,5.70171366948709
7202,2073.0,138.6,315.21,2.42,24.16,3.43,3.17,363.16,89.41,Cherokee,HARTTER #1-34,1.1537315878891892,5.753239083368793
7203,2073.5,143.82,335.75,2.39,23.85,3.02,2.98,361.07,88.73,Cherokee,HARTTER #1-34,1.091923300517313,5.816366835403347
7204,2074.0,145.34,360.55,2.38,25.25,2.82,2.77,357.89,89.27,Cherokee,HARTTER #1-34,1.0188473201992472,5.887630643362769
7205,2074.5,144.35,386.33,2.38,26.58,2.79,2.59,351.56,90.61,Cherokee,HARTTER #1-34,0.9516578757114463,5.956691926506723
7206,2075.0,138.64,412.52,2.36,26.89,2.72,2.42,341.41,91.88,Cherokee,HARTTER #1-34,0.883767540168595,6.0222846894478685
7207,2075.5,128.31,434.17,2.33,25.77,2.59,2.3,329.71,94.48,Cherokee,HARTTER #1-34,0.8329091229351039,6.073436162473127
7208,2076.0,122.79,450.31,2.29,23.97,2.53,2.22,319.78,97.72,Cherokee,HARTTER #1-34,0.7975071958841882,6.109936234478222
7209,2076.5,117.57,459.79,2.26,24.36,2.5,2.17,313.19,99.57,Cherokee,HARTTER #1-34,0.7747271675523681,6.130769863506235
7210,2077.0,109.04,462.75,2.26,24.45,2.48,2.16,309.48,99.79,Cherokee,HARTTER #1-34,0.7701082216960737,6.137186951453607
7211,2077.5,102.37,457.33,2.28,21.39,2.49,2.19,308.26,98.52,Cherokee,HARTTER #1-34,0.7839015438284094,6.125405230961421
7212,2078.0,96.69,443.74,2.3,18.57,2.55,2.25,308.74,96.15,Cherokee,HARTTER #1-34,0.8109302162163288,6.095238805324437
7213,2078.5,88.63,425.35,2.31,17.98,2.64,2.35,311.28,94.69,Cherokee,HARTTER #1-34,0.8544153281560676,6.052912359421893
7214,2079.0,77.97,403.17,2.32,18.4,2.67,2.48,316.05,95.15,Cherokee,HARTTER #1-34,0.9082585601768908,5.999358309227082
7215,2079.5,70.53,378.71,2.35,18.36,2.64,2.64,323.36,94.17,Cherokee,HARTTER #1-34,0.9707789171582248,5.9367707406853345
7216,2080.0,72.84,356.03,2.37,17.21,2.67,2.81,331.71,90.66,Cherokee,HARTTER #1-34,1.0331844833456545,5.875014996964463
7217,2080.5,81.07,338.91,2.38,16.28,2.67,2.95,338.72,88.0,Cherokee,HARTTER #1-34,1.0818051703517284,5.8257345854069476
7218,2081.0,82.89,327.58,2.39,17.3,2.56,3.05,343.98,85.68,Cherokee,HARTTER #1-34,1.1151415906193203,5.791732300054234
7219,2081.5,81.96,321.12,2.4,19.5,2.48,3.11,348.9,83.72,Cherokee,HARTTER #1-34,1.1346227261911428,5.771814885048028
7220,2082.0,90.59,317.33,2.38,21.45,2.61,3.15,354.18,84.84,Cherokee,HARTTER #1-34,1.1474024528375417,5.759942241866406
7221,2082.5,106.13,316.41,2.39,24.2,2.75,3.16,358.83,88.09,Cherokee,HARTTER #1-34,1.1505720275988207,5.757038840956633
7222,2083.0,125.42,316.27,2.41,26.99,2.72,3.16,361.34,89.97,Cherokee,HARTTER #1-34,1.1505720275988207,5.756596279148815
7223,2083.5,144.15,316.39,2.4,27.54,2.63,3.16,360.15,91.6,Cherokee,HARTTER #1-34,1.1505720275988207,5.756975629831453
7224,2084.0,147.29,316.97,2.38,27.34,2.63,3.15,355.58,93.06,Cherokee,HARTTER #1-34,1.1474024528375417,5.758807132174922
7225,2084.5,141.52,317.33,2.38,27.09,2.7,3.15,349.73,91.49,Cherokee,HARTTER #1-34,1.1474024528375417,5.759942241866406
7226,2085.0,136.71,317.45,2.4,25.89,2.79,3.15,345.63,89.95,Cherokee,HARTTER #1-34,1.1474024528375417,5.760320325616459
7227,2085.5,122.22,318.41,2.39,24.57,2.8,3.14,344.85,89.91,Cherokee,HARTTER #1-34,1.144222799920162,5.763339860512214
7228,2086.0,111.35,320.68,2.38,23.83,2.68,3.12,346.83,89.04,Cherokee,HARTTER #1-34,1.1378330018213911,5.770443741174751
7229,2086.5,111.09,323.95,2.38,23.62,2.56,3.09,349.35,88.95,Cherokee,HARTTER #1-34,1.128171090909654,5.780589182895966
7230,2087.0,112.68,326.38,2.37,23.78,2.59,3.06,350.47,89.71,Cherokee,HARTTER #1-34,1.1184149159642893,5.788062346702788
7231,2087.5,114.81,326.64,2.34,25.33,2.66,3.06,352.94,90.66,Cherokee,HARTTER #1-34,1.1184149159642893,5.78885864701132
7232,2088.0,122.49,323.98,2.29,27.87,2.68,3.09,359.57,94.73,Cherokee,HARTTER #1-34,1.128171090909654,5.780681785491992
7233,2088.5,139.46,319.26,2.28,31.58,2.66,3.13,367.28,102.21,Cherokee,HARTTER #1-34,1.1410330045520618,5.766005817836333
7234,2089.0,150.0,315.33,2.3,36.42,2.64,3.17,372.45,109.69,Cherokee,HARTTER #1-34,1.1537315878891892,5.753619709503373
7235,2089.5,148.77,313.59,2.3,37.68,2.62,3.19,374.43,115.43,Cherokee,HARTTER #1-34,1.1600209167967532,5.748086400212725
7236,2090.0,142.28,312.44,2.26,37.18,2.67,3.2,374.1,118.23,Cherokee,HARTTER #1-34,1.1631508098056809,5.744412450742097
7237,2090.5,125.16,308.24,2.19,39.63,2.79,3.24,371.95,117.04,Cherokee,HARTTER #1-34,1.1755733298042381,5.730878700317902
7238,2091.0,107.67,299.72,2.14,42.41,2.84,3.34,368.98,114.61,Cherokee,HARTTER #1-34,1.205970806988609,5.70284870549611
7239,2091.5,107.43,288.73,2.2,38.83,2.81,3.46,366.23,111.54,Cherokee,HARTTER #1-34,1.2412685890696329,5.665491995367873
7240,2092.0,123.22,277.59,2.33,31.0,2.82,3.6,364.84,106.4,Cherokee,HARTTER #1-34,1.2809338454620642,5.626145204929048
7241,2092.5,143.64,270.89,2.45,26.46,2.91,3.69,366.27,99.88,Cherokee,HARTTER #1-34,1.3056264580524357,5.601712834419309
7242,2093.0,158.67,271.44,2.51,25.56,3.05,3.68,369.78,94.76,Cherokee,HARTTER #1-34,1.3029127521808397,5.603741120475974
7243,2093.5,166.8,277.04,2.49,26.28,3.24,3.61,372.75,91.72,Cherokee,HARTTER #1-34,1.2837077723447896,5.624161900094166
7244,2094.0,173.42,286.59,2.41,28.4,3.3,3.49,373.46,90.49,Cherokee,HARTTER #1-34,1.2499017362143359,5.658052622950026
7245,2094.5,182.21,301.96,2.33,32.13,3.19,3.31,371.84,90.72,Cherokee,HARTTER #1-34,1.1969481893889715,5.710294558271424
7246,2095.0,189.01,321.75,2.34,35.09,3.05,3.11,368.61,93.23,Cherokee,HARTTER #1-34,1.1346227261911428,5.773774846476236
7247,2095.5,180.7,351.77,2.42,36.48,2.96,2.84,362.64,96.11,Cherokee,HARTTER #1-34,1.0438040521731147,5.862977552942433
7248,2096.0,152.67,383.72,2.43,33.62,2.84,2.61,352.86,96.79,Cherokee,HARTTER #1-34,0.959350221334602,5.949913119949747
7249,2096.5,123.3,418.94,2.36,29.62,2.69,2.39,340.07,96.67,Cherokee,HARTTER #1-34,0.8712933659434193,6.03772771157762
7250,2097.0,105.62,453.64,2.31,27.46,2.54,2.2,327.3,95.23,Cherokee,HARTTER #1-34,0.7884573603642703,6.11730393194713
7251,2097.5,97.9,485.25,2.28,25.93,2.44,2.06,316.49,93.72,Cherokee,HARTTER #1-34,0.7227059828014898,6.184664222049119
7252,2098.0,92.52,509.85,2.27,24.41,2.42,1.96,308.95,95.51,Cherokee,HARTTER #1-34,0.6729444732424258,6.234116564810234
7253,2098.5,92.34,527.3,2.25,23.25,2.45,1.9,304.34,97.38,Cherokee,HARTTER #1-34,0.6418538861723947,6.267769646536424
7254,2099.0,88.5,537.25,2.24,22.35,2.4,1.86,301.39,97.93,Cherokee,HARTTER #1-34,0.62057648772511,6.2864635355226195
7255,2099.5,76.76,539.2,2.25,21.47,2.33,1.85,299.57,97.6,Cherokee,HARTTER #1-34,0.6151856390902335,6.290086559598097
7256,2100.0,69.72,532.7,2.27,19.99,2.31,1.88,298.61,96.07,Cherokee,HARTTER #1-34,0.6312717768418578,6.277958413922954
7257,2100.5,71.72,525.26,2.28,19.2,2.28,1.9,298.25,94.3,Cherokee,HARTTER #1-34,0.6418538861723947,6.263893378096949
7258,2101.0,75.18,516.02,2.29,19.7,2.3,1.94,298.54,93.13,Cherokee,HARTTER #1-34,0.6626879730752367,6.246145524420347
7259,2101.5,77.06,506.01,2.28,20.49,2.37,1.98,299.85,92.77,Cherokee,HARTTER #1-34,0.6830968447064438,6.226556431938032
7260,2102.0,80.13,491.55,2.27,20.23,2.41,2.03,302.4,93.53,Cherokee,HARTTER #1-34,0.7080357930536959,6.197563663812933
7261,2102.5,79.01,471.15,2.27,19.64,2.4,2.12,306.34,94.08,Cherokee,HARTTER #1-34,0.7514160886839212,6.155176514652765
7262,2103.0,76.01,441.81,2.28,19.37,2.36,2.26,311.74,93.28,Cherokee,HARTTER #1-34,0.8153648132841944,6.09087992540618
7263,2103.5,73.16,403.37,2.27,19.81,2.37,2.48,319.59,92.54,Cherokee,HARTTER #1-34,0.9082585601768908,5.999854254881606
7264,2104.0,74.58,361.07,2.21,21.62,2.45,2.77,331.12,91.98,Cherokee,HARTTER #1-34,1.0188473201992472,5.889071845352753
7265,2104.5,89.96,322.44,2.15,25.58,2.46,3.1,345.43,93.46,Cherokee,HARTTER #1-34,1.1314021114911006,5.7759170724154005
7266,2105.0,108.27,284.65,2.14,31.42,2.44,3.51,356.51,98.14,Cherokee,HARTTER #1-34,1.2556160374777743,5.651260355397091
7267,2105.5,119.59,253.88,2.23,33.98,2.4,3.94,361.16,102.41,Cherokee,HARTTER #1-34,1.3711807233098425,5.5368617144382695
7268,2106.0,121.03,233.02,2.36,26.85,2.4,4.29,362.29,101.98,Cherokee,HARTTER #1-34,1.4562867329399256,5.451124286791795
7269,2106.5,113.73,221.35,2.49,20.81,2.56,4.52,363.45,96.64,Cherokee,HARTTER #1-34,1.5085119938441398,5.39974515917815
7270,2107.0,111.15,214.89,2.58,20.21,2.95,4.65,366.32,88.98,Cherokee,HARTTER #1-34,1.536867219599265,5.370126269294469
7271,2107.5,112.02,213.82,2.62,22.32,3.46,4.68,370.59,83.33,Cherokee,HARTTER #1-34,1.5432981099295553,5.365134539585354
7272,2108.0,114.99,219.55,2.62,25.9,3.81,4.55,374.32,83.3,Cherokee,HARTTER #1-34,1.5151272329628591,5.391579997007726
7273,2108.5,129.34,231.62,2.58,31.19,3.8,4.32,376.42,89.37,Cherokee,HARTTER #1-34,1.463255402256019,5.445098097756231
7274,2109.0,145.1,245.11,2.53,35.91,3.71,4.08,377.46,95.42,Cherokee,HARTTER #1-34,1.4060969884160703,5.501707089375386
7275,2109.5,143.64,256.82,2.52,37.19,3.53,3.89,377.98,99.98,Cherokee,HARTTER #1-34,1.358409157630355,5.548375450403128
7276,2110.0,137.04,263.73,2.56,36.26,3.25,3.79,378.03,103.35,Cherokee,HARTTER #1-34,1.332366019094335,5.574925852531197
7277,2110.5,137.91,261.51,2.54,35.33,3.09,3.82,377.21,103.97,Cherokee,HARTTER #1-34,1.3402504226184837,5.566472523691594
7278,2111.0,136.73,254.0,2.44,35.57,3.17,3.94,375.31,104.22,Cherokee,HARTTER #1-34,1.3711807233098425,5.537334267018537
7279,2111.5,130.84,244.73,2.35,39.24,3.28,4.09,372.66,105.39,Cherokee,HARTTER #1-34,1.4085449700547104,5.5001555620349105
7280,2112.0,126.95,238.1,2.36,40.29,3.14,4.2,370.5,107.2,Cherokee,HARTTER #1-34,1.4350845252893227,5.472690753492817
7281,2112.5,123.07,236.27,2.44,35.38,2.9,4.23,369.61,107.32,Cherokee,HARTTER #1-34,1.4422019930581866,5.464975218875384
7282,2113.0,121.67,237.09,2.5,30.8,2.79,4.22,369.95,102.46,Cherokee,HARTTER #1-34,1.4398351280479205,5.468439815884993
7283,2113.5,122.72,239.44,2.49,28.97,2.8,4.18,370.91,96.56,Cherokee,HARTTER #1-34,1.430311246536665,5.478302863544443
7284,2114.0,121.87,241.3,2.49,29.66,2.89,4.14,371.54,93.98,Cherokee,HARTTER #1-34,1.4206957878372228,5.4860409726309864
7285,2114.5,120.61,241.86,2.51,31.82,2.96,4.13,371.44,92.76,Cherokee,HARTTER #1-34,1.4182774069729414,5.48835904635713
7286,2115.0,120.04,241.71,2.46,34.2,3.0,4.14,370.91,93.99,Cherokee,HARTTER #1-34,1.4206957878372228,5.4877386604572145
7287,2115.5,120.31,239.9,2.43,33.81,3.04,4.17,369.9,98.16,Cherokee,HARTTER #1-34,1.4279160358107101,5.480222169845649
7288,2116.0,117.96,237.4,2.5,34.97,3.04,4.21,367.46,99.76,Cherokee,HARTTER #1-34,1.43746264769429,5.469746482175568
7289,2116.5,112.21,234.42,2.53,34.27,3.03,4.27,361.54,98.89,Cherokee,HARTTER #1-34,1.451613827240533,5.457114378295034
7290,2117.0,107.29,230.5,2.48,28.49,3.1,4.34,352.49,97.34,Cherokee,HARTTER #1-34,1.4678743481123135,5.440250862436703
7291,2117.5,101.76,225.62,2.43,24.5,3.13,4.43,343.06,90.83,Cherokee,HARTTER #1-34,1.4883995840570443,5.418852168176774
7292,2118.0,91.25,221.15,2.41,21.07,3.07,4.52,335.84,81.83,Cherokee,HARTTER #1-34,1.5085119938441398,5.398841204314336
7293,2118.5,76.97,218.92,2.41,18.78,3.0,4.57,332.16,77.84,Cherokee,HARTTER #1-34,1.5195132049061133,5.388706366275717
7294,2119.0,68.84,218.83,2.41,18.03,2.94,4.57,332.35,77.46,Cherokee,HARTTER #1-34,1.5195132049061133,5.388295172666269
7295,2119.5,72.58,221.06,2.39,18.35,2.88,4.52,336.81,77.68,Cherokee,HARTTER #1-34,1.5085119938441398,5.398434157882809
7296,2120.0,84.96,224.85,2.35,20.99,2.78,4.45,344.25,79.35,Cherokee,HARTTER #1-34,1.4929040961781488,5.415433513216716
7297,2120.5,104.04,231.13,2.35,24.14,2.63,4.33,351.46,82.04,Cherokee,HARTTER #1-34,1.4655675420143985,5.442980322788598
7298,2121.0,124.71,237.63,2.37,25.71,2.44,4.21,356.23,83.09,Cherokee,HARTTER #1-34,1.43746264769429,5.470714842144298
7299,2121.5,144.13,242.18,2.36,28.04,2.35,4.13,359.31,85.04,Cherokee,HARTTER #1-34,1.4182774069729414,5.48968125132622
7300,2122.0,155.32,242.96,2.34,28.81,2.47,4.12,361.6,88.31,Cherokee,HARTTER #1-34,1.415853163361435,5.492896820737493
7301,2122.5,157.18,238.12,2.34,28.97,2.76,4.2,363.26,90.48,Cherokee,HARTTER #1-34,1.4350845252893227,5.47277474828519
7302,2123.0,159.1,229.84,2.36,31.72,3.08,4.35,364.73,93.54,Cherokee,HARTTER #1-34,1.4701758451005926,5.437383414671034
7303,2123.5,162.11,221.03,2.39,35.36,3.36,4.52,365.66,97.31,Cherokee,HARTTER #1-34,1.5085119938441398,5.39829843891135
7304,2124.0,161.79,212.6,2.42,34.76,3.58,4.7,365.38,98.57,Cherokee,HARTTER #1-34,1.547562508716013,5.359412465907847
7305,2124.5,146.68,205.83,2.45,29.17,3.6,4.86,364.14,94.14,Cherokee,HARTTER #1-34,1.5810384379124025,5.327050585370909
7306,2125.0,127.67,197.81,2.46,23.55,3.45,5.06,363.12,87.31,Cherokee,HARTTER #1-34,1.6213664832993742,5.2873069740279846
7307,2125.5,120.26,188.55,2.46,21.09,3.26,5.3,362.75,80.33,Cherokee,HARTTER #1-34,1.667706820558076,5.239363223704366
7308,2126.0,120.1,179.98,2.46,21.64,3.18,5.56,362.88,74.83,Cherokee,HARTTER #1-34,1.715598108262491,5.192845733605802
7309,2126.5,124.27,174.97,2.46,22.18,3.29,5.72,362.99,74.73,Cherokee,HARTTER #1-34,1.7439688053917064,5.164614530656529
7310,2127.0,130.88,173.7,2.47,22.68,3.36,5.76,362.29,78.56,Cherokee,HARTTER #1-34,1.7509374747078,5.157329673247059
7311,2127.5,130.08,177.97,2.48,24.5,3.35,5.62,360.86,81.61,Cherokee,HARTTER #1-34,1.7263316639055997,5.181614996761894
7312,2128.0,121.53,187.45,2.47,24.35,3.4,5.33,359.6,82.76,Cherokee,HARTTER #1-34,1.673351238177753,5.233512143181921
7313,2128.5,113.37,201.18,2.46,22.27,3.46,4.97,358.66,83.51,Cherokee,HARTTER #1-34,1.6034198401085373,5.304200029706192
7314,2129.0,110.0,215.76,2.45,20.86,3.47,4.63,357.61,83.4,Cherokee,HARTTER #1-34,1.5325568680981427,5.374166678831474
7315,2129.5,110.41,228.29,2.44,20.7,3.31,4.38,356.97,82.79,Cherokee,HARTTER #1-34,1.4770487243883548,5.430616750561521
7316,2130.0,117.54,239.19,2.42,21.87,3.03,4.18,356.86,83.86,Cherokee,HARTTER #1-34,1.430311246536665,5.4772582151825135
7317,2130.5,133.13,247.82,2.38,23.72,2.87,4.04,356.31,86.72,Cherokee,HARTTER #1-34,1.3962446919730587,5.512702676188347
7318,2131.0,148.11,255.34,2.3,26.19,2.85,3.92,355.85,91.45,Cherokee,HARTTER #1-34,1.366091653802371,5.542595990392205
7319,2131.5,159.6,263.13,2.23,28.85,2.82,3.8,356.93,98.0,Cherokee,HARTTER #1-34,1.33500106673234,5.5726482066314
7320,2132.0,165.04,271.7,2.22,32.65,2.76,3.68,359.05,103.94,Cherokee,HARTTER #1-34,1.3029127521808397,5.604698516432302
7321,2132.5,157.55,278.8,2.24,35.06,2.77,3.59,360.67,106.54,Cherokee,HARTTER #1-34,1.2781522025001875,5.630494678886369
7322,2133.0,151.71,281.42,2.24,35.37,2.86,3.55,361.07,105.4,Cherokee,HARTTER #1-34,1.2669476034873244,5.63984821536011
7323,2133.5,151.24,277.61,2.21,35.17,3.05,3.6,360.3,101.39,Cherokee,HARTTER #1-34,1.2809338454620642,5.6262172510385895
7324,2134.0,150.04,272.04,2.19,34.72,3.22,3.68,359.09,97.92,Cherokee,HARTTER #1-34,1.3029127521808397,5.605949114307438
7325,2134.5,156.55,270.0,2.24,36.4,3.25,3.7,357.7,99.74,Cherokee,HARTTER #1-34,1.308332819650179,5.598421958998375
7326,2135.0,164.92,274.93,2.35,38.06,3.21,3.64,355.69,107.7,Cherokee,HARTTER #1-34,1.2919836816486494,5.616516519809833
7327,2135.5,159.8,287.56,2.43,37.11,3.1,3.48,351.7,114.91,Cherokee,HARTTER #1-34,1.247032293786383,5.661431534115671
7328,2136.0,141.25,304.9,2.48,33.05,2.95,3.28,345.23,115.15,Cherokee,HARTTER #1-34,1.1878434223960523,5.719983853994209
7329,2136.5,112.25,321.76,2.48,29.15,2.85,3.11,336.67,108.19,Cherokee,HARTTER #1-34,1.1346227261911428,5.773805926024342
7330,2137.0,86.62,334.08,2.47,25.24,2.86,2.99,327.65,97.93,Cherokee,HARTTER #1-34,1.095273387402595,5.811380485254219
7331,2137.5,73.39,340.14,2.45,22.17,2.91,2.94,319.77,89.86,Cherokee,HARTTER #1-34,1.0784095813505903,5.829357297564267
7332,2138.0,68.07,343.24,2.42,20.57,2.86,2.91,314.07,86.8,Cherokee,HARTTER #1-34,1.0681530811834012,5.83842991093892
7333,2138.5,67.46,345.81,2.41,20.62,2.72,2.89,311.27,87.04,Cherokee,HARTTER #1-34,1.0612565021243408,5.845889491281031
7334,2139.0,70.61,348.83,2.42,21.14,2.65,2.87,311.03,88.12,Cherokee,HARTTER #1-34,1.0543120297715298,5.8545846975105595
7335,2139.5,77.53,352.82,2.41,21.21,2.76,2.83,313.15,89.02,Cherokee,HARTTER #1-34,1.0402767116551463,5.86595801186826
7336,2140.0,84.81,356.7,2.41,22.16,2.9,2.8,316.69,90.03,Cherokee,HARTTER #1-34,1.0296194171811581,5.876895092364846
7337,2140.5,95.32,360.26,2.41,22.95,2.91,2.78,320.7,90.7,Cherokee,HARTTER #1-34,1.0224509277025455,5.886825992995412
7338,2141.0,111.72,364.28,2.41,23.33,2.85,2.75,324.27,90.53,Cherokee,HARTTER #1-34,1.0116009116784799,5.897922802699617
7339,2141.5,121.91,370.31,2.39,23.55,2.8,2.7,327.0,91.23,Cherokee,HARTTER #1-34,0.9932517730102834,5.91434049268591
7340,2142.0,116.52,378.5,2.39,23.18,2.75,2.64,329.35,92.92,Cherokee,HARTTER #1-34,0.9707789171582248,5.936216072877503
7341,2142.5,104.08,389.98,2.39,23.04,2.75,2.56,331.51,94.02,Cherokee,HARTTER #1-34,0.9400072584914712,5.966095455757441
7342,2143.0,93.28,402.29,2.38,23.76,2.73,2.49,333.35,94.81,Cherokee,HARTTER #1-34,0.9122827104766164,5.997173221574964
7343,2143.5,88.84,415.17,2.36,24.79,2.59,2.41,335.56,96.19,Cherokee,HARTTER #1-34,0.8796267475025636,6.028688074905949
7344,2144.0,90.63,424.43,2.37,25.59,2.46,2.36,338.26,97.89,Cherokee,HARTTER #1-34,0.8586616190375187,6.050747092271707
7345,2144.5,96.35,429.29,2.38,26.46,2.41,2.33,340.78,98.38,Cherokee,HARTTER #1-34,0.8458682675776092,6.0621326812252265
7346,2145.0,101.97,428.07,2.38,26.55,2.42,2.34,343.49,97.04,Cherokee,HARTTER #1-34,0.85015092936961,6.059286733610594
7347,2145.5,103.42,421.24,2.39,24.84,2.45,2.37,346.03,95.58,Cherokee,HARTTER #1-34,0.8628899551470398,6.043202742512396
7348,2146.0,102.26,411.16,2.39,23.11,2.47,2.43,347.43,94.64,Cherokee,HARTTER #1-34,0.8878912573524571,6.018982433144721
7349,2146.5,101.21,402.34,2.38,21.93,2.45,2.49,347.78,94.97,Cherokee,HARTTER #1-34,0.9122827104766164,5.997297502300426
7350,2147.0,98.15,394.64,2.39,21.86,2.38,2.53,347.42,96.88,Cherokee,HARTTER #1-34,0.9282193027394288,5.977973956925482
7351,2147.5,95.82,385.2,2.42,21.76,2.31,2.6,345.52,97.43,Cherokee,HARTTER #1-34,0.9555114450274363,5.953762679923971
7352,2148.0,95.25,372.16,2.44,20.67,2.32,2.69,342.82,94.73,Cherokee,HARTTER #1-34,0.9895411936137477,5.9193238693303
7353,2148.5,87.09,354.72,2.46,19.12,2.51,2.82,342.34,92.29,Cherokee,HARTTER #1-34,1.0367368849500223,5.871328745868001
7354,2149.0,74.57,336.39,2.46,18.1,2.83,2.97,345.79,90.94,Cherokee,HARTTER #1-34,1.0885619528146082,5.818271201140899
7355,2149.5,75.29,318.42,2.43,19.73,3.09,3.14,351.98,89.8,Cherokee,HARTTER #1-34,1.144222799920162,5.763371266067859
7356,2150.0,91.29,307.07,2.39,23.9,3.12,3.26,357.84,90.35,Cherokee,HARTTER #1-34,1.1817271953786161,5.727075734625493
