,DEPT,GR,CILD,RHOB,NPLS,PE,ILD,SP,DT,Formation,Well name,Log_ILD,Log_CILD
15330,1432.0,44.06,90.69,2.66,3.13,4.3,11.03,262.28,62.79,Lansing,PLATTNER #1-10,2.400618833265411,4.507447097459476
15331,1432.5,46.94,112.51,2.66,4.36,4.18,8.89,262.56,62.46,Lansing,PLATTNER #1-10,2.1849270495258133,4.72304210658298
15332,1433.0,54.93,139.18,2.64,6.6,4.0,7.18,263.26,64.4,Lansing,PLATTNER #1-10,1.9712993830601329,4.935768059416704
15333,1433.5,74.94,169.35,2.61,9.64,3.93,5.9,264.18,67.85,Lansing,PLATTNER #1-10,1.7749523509116738,5.13196757926378
15334,1434.0,97.35,195.68,2.58,14.12,3.93,5.11,265.02,72.96,Lansing,PLATTNER #1-10,1.631199404215613,5.276480671938862
15335,1434.5,111.79,212.02,2.56,20.06,3.92,4.72,265.66,79.71,Lansing,PLATTNER #1-10,1.5518087995974639,5.356680609844951
15336,1435.0,123.88,220.9,2.55,24.03,3.89,4.53,266.44,85.25,Lansing,PLATTNER #1-10,1.5107219394949427,5.397710110426072
15337,1435.5,136.38,222.59,2.52,26.55,3.84,4.49,267.54,88.56,Lansing,PLATTNER #1-10,1.501852701754163,5.405331514202519
15338,1436.0,163.44,222.96,2.46,29.47,3.79,4.49,269.01,92.24,Lansing,PLATTNER #1-10,1.501852701754163,5.406992383173693
15339,1436.5,239.0,228.49,2.35,33.31,3.56,4.38,270.64,97.96,Lansing,PLATTNER #1-10,1.4770487243883548,5.431492445700453
15340,1437.0,355.16,242.48,2.24,40.68,3.34,4.12,272.01,103.89,Lansing,PLATTNER #1-10,1.415853163361435,5.4909192327495475
15341,1437.5,471.65,264.71,2.13,47.23,3.17,3.78,273.04,110.46,Lansing,PLATTNER #1-10,1.3297240096314962,5.578634887136764
15342,1439.0,371.4,361.51,2.0,45.62,2.83,2.77,276.15,126.88,Lansing,PLATTNER #1-10,1.0188473201992472,5.890289703733508
15343,1439.5,216.39,402.74,2.13,39.04,2.66,2.48,276.25,123.2,Lansing,PLATTNER #1-10,0.9082585601768908,5.998291192450259
15344,1440.0,138.03,439.94,2.29,37.96,2.57,2.27,275.99,120.69,Lansing,PLATTNER #1-10,0.8197798314933114,6.086638353977577
15345,1440.5,108.67,469.48,2.34,41.63,2.57,2.13,275.83,121.41,Lansing,PLATTNER #1-10,0.7561219797213337,6.151625699231923
15346,1441.0,97.24,478.03,2.31,46.22,2.69,2.09,275.74,121.18,Lansing,PLATTNER #1-10,0.7371640659767196,6.169673492028311
15347,1441.5,88.28,467.01,2.29,46.31,2.89,2.14,275.88,122.47,Lansing,PLATTNER #1-10,0.7608058290337602,6.146350670715868
15348,1442.0,80.1,439.04,2.28,42.75,3.03,2.28,276.17,126.86,Lansing,PLATTNER #1-10,0.8241754429663494,6.0845905250974655
15349,1442.5,81.82,410.56,2.28,39.63,3.03,2.44,276.64,125.29,Lansing,PLATTNER #1-10,0.8919980393051105,6.017522081427272
15350,1443.0,93.87,383.23,2.3,39.03,2.96,2.61,277.41,123.66,Lansing,PLATTNER #1-10,0.959350221334602,5.948635331132561
15351,1443.5,108.86,353.78,2.33,37.42,2.93,2.83,277.82,127.84,Lansing,PLATTNER #1-10,1.0402767116551463,5.868675251015361
15352,1444.0,124.24,329.25,2.3,35.52,2.98,3.04,277.21,124.56,Lansing,PLATTNER #1-10,1.1118575154181303,5.796817340623391
15353,1444.5,150.15,308.33,2.21,34.96,3.07,3.24,275.6,112.3,Lansing,PLATTNER #1-10,1.1755733298042381,5.731170637975067
15354,1445.0,175.64,296.47,2.15,37.05,3.01,3.37,273.78,104.99,Lansing,PLATTNER #1-10,1.2149127443642704,5.691946032880246
15355,1445.5,176.08,292.85,2.17,38.02,2.85,3.41,272.35,106.17,Lansing,PLATTNER #1-10,1.2267122912954254,5.679660532535792
15356,1446.0,159.12,294.71,2.22,37.73,2.83,3.39,271.09,111.12,Lansing,PLATTNER #1-10,1.220829921392359,5.685991821980974
15357,1446.5,136.28,296.24,2.27,38.97,2.93,3.38,269.69,117.09,Lansing,PLATTNER #1-10,1.2178757094949273,5.691169936605357
15358,1447.0,118.42,292.27,2.31,40.8,3.09,3.42,267.93,119.99,Lansing,PLATTNER #1-10,1.2296405510745139,5.677678032570093
15359,1447.5,115.51,279.83,2.33,41.32,3.13,3.57,265.74,113.37,Lansing,PLATTNER #1-10,1.2725655957915476,5.634182275926246
15360,1448.0,114.04,258.96,2.34,39.24,3.15,3.86,263.37,104.79,Lansing,PLATTNER #1-10,1.3506671834767394,5.556673609617989
15361,1448.5,110.77,233.59,2.36,33.87,3.16,4.28,261.07,103.67,Lansing,PLATTNER #1-10,1.4539530095937054,5.4535674418185955
15362,1449.0,104.81,208.39,2.41,28.85,3.18,4.8,258.75,105.1,Lansing,PLATTNER #1-10,1.5686159179138452,5.339411324082998
15363,1449.5,93.56,186.31,2.49,23.02,3.18,5.37,256.46,101.43,Lansing,PLATTNER #1-10,1.6808279085207734,5.227411953032262
15364,1450.0,75.31,164.55,2.57,16.65,3.34,6.08,255.23,93.14,Lansing,PLATTNER #1-10,1.8050046959780757,5.103214475389349
15365,1450.5,60.35,141.74,2.63,13.08,3.63,7.06,255.69,84.73,Lansing,PLATTNER #1-10,1.9544450515051506,4.95399439338211
15366,1451.0,53.16,122.65,2.62,12.35,3.94,8.15,257.26,77.94,Lansing,PLATTNER #1-10,2.0980179272527715,4.809334770704498
15367,1451.5,51.99,111.64,2.59,13.39,4.1,8.96,258.79,73.87,Lansing,PLATTNER #1-10,2.192770226986839,4.715279408668121
15368,1452.0,52.09,105.95,2.57,13.91,4.13,9.44,259.21,73.72,Lansing,PLATTNER #1-10,2.244955980157409,4.662967284714308
15369,1452.5,47.4,103.75,2.56,13.39,4.09,9.64,258.28,75.39,Lansing,PLATTNER #1-10,2.265921108622454,4.641984159110808
15370,1453.0,41.68,101.5,2.56,12.39,4.06,9.85,256.9,76.56,Lansing,PLATTNER #1-10,2.2874714551839976,4.620058798481842
15371,1453.5,38.69,95.91,2.57,11.38,4.19,10.43,255.4,75.9,Lansing,PLATTNER #1-10,2.344686269012681,4.563410251739859
15372,1454.0,39.84,86.66,2.58,9.94,4.39,11.54,253.46,74.14,Lansing,PLATTNER #1-10,2.4458192610799534,4.461992416311763
15373,1454.5,40.39,76.23,2.59,8.34,4.22,13.12,251.34,70.97,Lansing,PLATTNER #1-10,2.574137783515943,4.333755086000182
15374,1455.0,38.14,64.94,2.63,6.67,4.02,15.4,249.16,67.51,Lansing,PLATTNER #1-10,2.7343675094195836,4.1734637666747
15375,1455.5,33.64,53.86,2.64,5.09,4.01,18.57,246.92,66.11,Lansing,PLATTNER #1-10,2.9215473753646144,3.9863880873834527
15376,1456.0,28.85,43.74,2.63,3.36,4.16,22.86,245.34,64.95,Lansing,PLATTNER #1-10,3.1293886583666644,3.778263015248622
15377,1456.5,27.4,35.99,2.62,2.28,4.5,27.79,244.81,61.35,Lansing,PLATTNER #1-10,3.3246762437544124,3.5832411220909393
15378,1457.0,30.28,30.75,2.61,1.89,5.01,32.52,244.75,57.8,Lansing,PLATTNER #1-10,3.48185528467961,3.4258899942525267
15379,1457.5,31.17,26.87,2.6,1.88,5.38,37.22,244.66,55.59,Lansing,PLATTNER #1-10,3.616846251214105,3.2910104226273997
15380,1458.0,29.7,26.17,2.61,1.89,5.5,38.21,244.38,55.06,Lansing,PLATTNER #1-10,3.6430972614588084,3.2646137165420543
15381,1458.5,24.19,27.88,2.65,1.53,4.95,35.87,244.06,55.35,Lansing,PLATTNER #1-10,3.579901291544191,3.327909585892323
15382,1459.0,20.1,31.15,2.68,1.01,4.4,32.1,244.17,55.26,Lansing,PLATTNER #1-10,3.4688560301359703,3.4388142452334622
15383,1459.5,22.49,34.3,2.67,0.81,4.4,29.15,245.07,54.61,Lansing,PLATTNER #1-10,3.3724549127965013,3.535145354171894
15384,1460.0,27.32,36.35,2.66,0.85,4.53,27.51,246.48,53.66,Lansing,PLATTNER #1-10,3.3145495749364833,3.5931942039795284
15385,1460.5,33.12,37.58,2.65,1.05,4.71,26.61,247.69,52.79,Lansing,PLATTNER #1-10,3.281287084989598,3.6264719939853194
15386,1461.0,38.19,37.72,2.64,1.6,4.95,26.51,248.13,53.57,Lansing,PLATTNER #1-10,3.277522020300934,3.6301904577652566
15387,1461.5,41.75,37.31,2.64,2.4,5.09,26.8,247.58,56.25,Lansing,PLATTNER #1-10,3.288401887516811,3.6192613872330663
15388,1462.0,41.85,36.46,2.62,2.71,5.2,27.43,246.24,59.51,Lansing,PLATTNER #1-10,3.311637304949512,3.596215769250517
15389,1462.5,38.13,34.27,2.62,2.38,4.98,29.18,244.6,62.47,Lansing,PLATTNER #1-10,3.3734835430946397,3.5342703358865175
15390,1463.0,37.95,30.98,2.63,1.46,4.7,32.28,242.89,63.36,Lansing,PLATTNER #1-10,3.474447843401748,3.4333418349887226
15391,1463.5,43.89,27.59,2.63,0.72,4.57,36.24,241.49,61.33,Lansing,PLATTNER #1-10,3.5901634811747787,3.3174533882291946
15392,1464.0,47.25,24.1,2.64,0.43,4.59,41.49,240.56,58.83,Lansing,PLATTNER #1-10,3.725452434344777,3.1822118404966093
15393,1464.5,48.03,21.83,2.64,0.47,4.76,45.82,240.16,57.17,Lansing,PLATTNER #1-10,3.8247206770253497,3.0832851705618523
15394,1465.0,46.82,20.94,2.64,0.46,4.75,47.76,240.14,56.22,Lansing,PLATTNER #1-10,3.8661884690843467,3.041661205442391
15395,1465.5,41.16,21.14,2.66,0.3,4.86,47.3,240.34,55.63,Lansing,PLATTNER #1-10,3.856510295497887,3.051166980442092
15396,1466.0,38.64,22.14,2.68,0.34,5.06,45.17,240.85,55.47,Lansing,PLATTNER #1-10,3.8104331496665127,3.0973859272804907
15397,1466.5,41.58,22.94,2.69,0.51,4.82,43.58,241.22,55.68,Lansing,PLATTNER #1-10,3.774598329516474,3.1328821117012247
15398,1467.0,44.21,22.75,2.67,0.66,4.59,43.95,241.54,56.62,Lansing,PLATTNER #1-10,3.783052624131186,3.1245651453969594
15399,1467.5,44.95,21.31,2.64,0.91,4.42,46.94,242.12,58.14,Lansing,PLATTNER #1-10,3.8488701904228773,3.0591764461105257
15400,1468.0,45.47,19.46,2.63,1.03,4.26,51.38,243.17,59.12,Lansing,PLATTNER #1-10,3.9392489916817377,2.968361076757859
15401,1468.5,43.64,18.87,2.61,0.98,4.29,53.01,244.59,59.38,Lansing,PLATTNER #1-10,3.9704805749997147,2.9375733593804587
15402,1469.0,44.23,20.91,2.6,0.81,4.53,47.83,246.12,60.12,Lansing,PLATTNER #1-10,3.8676530576922055,3.0402275134405423
15403,1469.5,43.91,26.36,2.62,0.69,4.63,37.94,247.75,59.99,Lansing,PLATTNER #1-10,3.636005964506868,3.2718477096343066
15404,1470.0,40.51,35.83,2.64,0.53,4.84,27.91,249.69,58.86,Lansing,PLATTNER #1-10,3.328985047548231,3.5787855313168624
15405,1470.5,42.7,48.06,2.65,0.37,5.18,20.81,251.88,58.52,Lansing,PLATTNER #1-10,3.035433640405543,3.872450230308323
15406,1471.0,49.19,59.5,2.64,0.51,5.36,16.81,254.16,58.66,Lansing,PLATTNER #1-10,2.821973947420524,4.085976312551584
15407,1471.5,52.65,67.16,2.63,1.54,5.34,14.89,256.39,58.25,Lansing,PLATTNER #1-10,2.7006898466959175,4.20707783220934
15408,1472.0,67.53,73.6,2.62,3.77,4.91,13.59,257.83,58.82,Lansing,PLATTNER #1-10,2.6093342281630525,4.298645025734831
15409,1472.5,90.64,80.2,2.63,6.39,4.42,12.47,257.31,64.11,Lansing,PLATTNER #1-10,2.523325759691945,4.384523514872469
15410,1473.0,92.0,85.92,2.67,9.19,4.17,11.64,255.3,70.95,Lansing,PLATTNER #1-10,2.454447442303292,4.453416630760555
15411,1473.5,75.2,87.82,2.68,9.94,4.14,11.39,253.23,75.73,Lansing,PLATTNER #1-10,2.432735777459091,4.475289265133571
15412,1474.0,57.77,84.3,2.66,7.96,4.3,11.86,252.1,76.57,Lansing,PLATTNER #1-10,2.4731713935695794,4.4343818650078095
15413,1474.5,44.57,76.05,2.63,5.53,4.58,13.15,252.24,71.85,Lansing,PLATTNER #1-10,2.5764217586237734,4.331391018705302
15414,1475.0,40.54,66.01,2.6,4.89,4.67,15.15,253.05,66.58,Lansing,PLATTNER #1-10,2.7180005319553784,4.189806245700679
15415,1475.5,43.79,56.6,2.62,4.95,4.38,17.67,253.62,65.68,Lansing,PLATTNER #1-10,2.871868286331605,4.036008985209137
15416,1476.0,44.59,49.8,2.66,4.49,4.12,20.08,254.05,67.3,Lansing,PLATTNER #1-10,2.9997242948235283,3.9080149840306073
15417,1476.5,42.9,46.89,2.69,3.55,4.12,21.33,254.66,67.7,Lansing,PLATTNER #1-10,3.0601145324832593,3.847804433101495
15418,1477.0,42.99,45.81,2.68,3.0,4.24,21.83,255.58,65.92,Lansing,PLATTNER #1-10,3.0832851705618523,3.8245024078986507
15419,1477.5,43.12,45.76,2.64,2.95,4.45,21.85,256.68,63.01,Lansing,PLATTNER #1-10,3.084200921541599,3.8234103470715426
15420,1478.0,43.31,48.07,2.6,2.95,4.87,20.8,258.07,60.89,Lansing,PLATTNER #1-10,3.0349529867072724,3.8726582819058692
15421,1478.5,40.1,53.69,2.58,3.13,5.08,18.62,259.62,59.17,Lansing,PLATTNER #1-10,2.924236271848921,3.983226764434478
15422,1479.0,38.09,63.81,2.59,3.79,4.87,15.67,261.19,58.53,Lansing,PLATTNER #1-10,2.7517480563679295,4.155909917880256
15423,1479.5,45.68,80.08,2.61,5.23,4.68,12.49,262.53,60.87,Lansing,PLATTNER #1-10,2.5249283241374862,4.383026135006965
15424,1480.0,57.03,104.83,2.61,6.68,4.6,9.54,263.36,63.08,Lansing,PLATTNER #1-10,2.255493485460195,4.6523399904644815
15425,1480.5,69.98,138.59,2.59,8.43,4.49,7.22,263.94,65.68,Lansing,PLATTNER #1-10,1.9768549529047348,4.931519934080711
15426,1481.0,106.22,174.95,2.47,11.42,4.3,5.72,265.05,73.23,Lansing,PLATTNER #1-10,1.7439688053917064,5.164500218813697
15427,1481.5,205.28,208.69,2.32,16.94,3.79,4.79,267.51,86.86,Lansing,PLATTNER #1-10,1.5665304114228238,5.3408498972667395
15428,1482.0,328.2,245.68,2.23,25.55,3.28,4.07,270.95,99.48,Lansing,PLATTNER #1-10,1.4036429994545037,5.504029876132567
15429,1482.5,339.11,290.4,2.18,35.88,2.88,3.44,273.39,99.93,Lansing,PLATTNER #1-10,1.235471471385307,5.671259282950641
15430,1483.0,231.08,329.26,2.12,39.46,2.62,3.04,274.16,99.78,Lansing,PLATTNER #1-10,1.1118575154181303,5.796847712219876
15431,1483.5,134.14,357.95,2.02,36.19,2.5,2.79,273.42,101.74,Lansing,PLATTNER #1-10,1.0260415958332743,5.880393311842194
15432,1484.0,94.41,369.53,1.96,36.31,2.42,2.71,272.0,101.59,Lansing,PLATTNER #1-10,0.9969486348916096,5.912231927890838
15433,1484.5,89.72,367.86,2.01,38.35,2.35,2.72,271.01,102.99,Lansing,PLATTNER #1-10,1.000631880307906,5.907702431002652
15434,1485.0,89.98,355.98,2.09,39.83,2.3,2.81,270.55,106.4,Lansing,PLATTNER #1-10,1.0331844833456545,5.874874549498607
15435,1485.5,88.34,330.82,2.17,40.81,2.4,3.02,270.28,108.89,Lansing,PLATTNER #1-10,1.1052568313867783,5.801574420814075
15436,1486.0,92.48,296.87,2.23,37.32,2.58,3.37,269.7,113.71,Lansing,PLATTNER #1-10,1.2149127443642704,5.693294332541813
15437,1486.5,93.44,258.93,2.29,30.29,2.77,3.86,267.43,121.85,Lansing,PLATTNER #1-10,1.3506671834767394,5.556557754899676
15438,1487.0,79.2,218.75,2.45,27.19,2.97,4.57,263.47,119.9,Lansing,PLATTNER #1-10,1.5195132049061133,5.387929525237724
15439,1487.5,58.77,176.62,2.58,23.89,3.14,5.66,260.02,103.25,Lansing,PLATTNER #1-10,1.7334238922150915,5.174000532040656
15440,1488.0,44.49,137.2,2.61,18.5,3.39,7.29,258.16,88.64,Lansing,PLATTNER #1-10,1.986503546020567,4.921439715291784
15441,1488.5,36.3,106.68,2.63,12.14,3.72,9.37,257.37,78.64,Lansing,PLATTNER #1-10,2.2375130962503307,4.669833699313814
15442,1489.0,30.43,83.13,2.63,7.19,3.91,12.03,257.09,72.15,Lansing,PLATTNER #1-10,2.4874035299865875,4.420405647542997
15443,1489.5,28.7,64.38,2.61,5.5,3.94,15.53,257.15,68.85,Lansing,PLATTNER #1-10,2.7427736371605955,4.164803025870662
15444,1490.0,30.61,56.3,2.61,5.23,3.9,17.76,257.59,66.45,Lansing,PLATTNER #1-10,2.876948737564024,4.030694535145645
15445,1490.5,34.05,56.85,2.63,5.14,3.95,17.59,258.38,65.11,Lansing,PLATTNER #1-10,2.8673305587494666,4.040416220196545
15446,1491.0,37.19,64.11,2.66,4.54,4.0,15.6,259.29,64.86,Lansing,PLATTNER #1-10,2.747270914255491,4.160600357999166
15447,1491.5,36.86,72.79,2.71,3.53,3.92,13.74,260.12,62.89,Lansing,PLATTNER #1-10,2.620311286794203,4.287578583130166
15448,1492.0,34.63,79.53,2.7,2.61,4.01,12.57,261.18,60.18,Lansing,PLATTNER #1-10,2.531313022602156,4.376134308969044
15449,1492.5,35.03,83.76,2.63,2.79,4.16,11.94,262.56,60.32,Lansing,PLATTNER #1-10,2.479894107964456,4.427955566562281
15450,1493.0,43.81,87.03,2.57,4.59,4.09,11.49,264.33,61.53,Lansing,PLATTNER #1-10,2.4414770918606643,4.466252886801422
15451,1493.5,54.81,95.21,2.53,7.22,4.0,10.5,266.42,64.04,Lansing,PLATTNER #1-10,2.3513752571634776,4.5560849782976
15452,1494.0,62.18,113.66,2.54,9.33,3.87,8.8,267.91,69.16,Lansing,PLATTNER #1-10,2.174751721484161,4.733211535868976
15453,1494.5,65.16,141.32,2.6,11.14,3.68,7.08,268.28,74.27,Lansing,PLATTNER #1-10,1.9572739077056285,4.951026822490944
15454,1495.0,66.05,173.28,2.64,10.26,3.66,5.77,268.31,76.03,Lansing,PLATTNER #1-10,1.7526720805200082,5.15490878325268
15455,1495.5,71.09,198.55,2.61,9.01,3.8,5.04,269.22,75.42,Lansing,PLATTNER #1-10,1.6174060820832772,5.291040957577261
15456,1496.0,96.08,221.28,2.5,10.21,3.86,4.52,271.21,73.03,Kansas City,PLATTNER #1-10,1.5085119938441398,5.399428867916448
15457,1496.5,143.37,241.92,2.35,14.7,3.52,4.13,273.69,73.4,Kansas City,PLATTNER #1-10,1.4182774069729414,5.488607092991169
15458,1497.0,170.57,263.81,2.26,23.59,3.16,3.79,275.56,79.04,Kansas City,PLATTNER #1-10,1.332366019094335,5.575229147070429
15459,1497.5,145.97,290.03,2.28,32.0,3.02,3.45,276.86,89.71,Kansas City,PLATTNER #1-10,1.2383742310432684,5.669984365905978
15460,1498.0,110.21,313.82,2.34,36.44,2.88,3.19,277.86,101.46,Kansas City,PLATTNER #1-10,1.1600209167967532,5.748819573130922
15461,1498.5,106.5,330.24,2.35,35.94,2.84,3.03,278.93,108.55,Kansas City,PLATTNER #1-10,1.1085626195212777,5.799819662853143
15462,1499.0,116.68,337.89,2.33,35.03,2.85,2.96,279.79,110.93,Kansas City,PLATTNER #1-10,1.085189268335969,5.822720398727715
15463,1499.5,125.74,336.21,2.33,36.33,2.83,2.97,279.94,111.13,Kansas City,PLATTNER #1-10,1.0885619528146082,5.817735964732046
15464,1500.0,125.72,328.31,2.35,36.82,2.84,3.05,279.47,110.51,Kansas City,PLATTNER #1-10,1.1151415906193203,5.793958283988824
15465,1500.5,115.41,319.64,2.34,32.87,2.86,3.13,278.6,111.07,Kansas City,PLATTNER #1-10,1.1410330045520618,5.767195362506262
15466,1501.0,101.14,311.8,2.31,30.84,2.85,3.21,277.29,112.23,Kansas City,PLATTNER #1-10,1.1662709371419244,5.742361956623676
15467,1501.5,91.88,306.74,2.28,31.25,2.92,3.26,275.65,110.88,Kansas City,PLATTNER #1-10,1.1817271953786161,5.726000483222633
15468,1502.0,92.02,307.32,2.27,32.93,3.06,3.25,274.37,108.5,Kansas City,PLATTNER #1-10,1.1786549963416462,5.727889549999434
15469,1502.5,94.27,312.4,2.27,35.76,3.12,3.2,273.88,108.59,Kansas City,PLATTNER #1-10,1.1631508098056809,5.744284417965531
15470,1503.0,96.15,315.47,2.24,40.74,3.03,3.17,273.27,110.41,Kansas City,PLATTNER #1-10,1.1537315878891892,5.754063590296964
15471,1503.5,97.2,311.35,2.16,45.99,2.84,3.21,272.06,112.5,Kansas City,PLATTNER #1-10,1.1662709371419244,5.740917681318461
15472,1504.0,90.21,296.78,2.11,50.15,2.66,3.37,270.55,115.97,Kansas City,PLATTNER #1-10,1.2149127443642704,5.69299112357798
15473,1504.5,78.67,272.52,2.13,48.35,2.58,3.67,269.02,118.3,Kansas City,PLATTNER #1-10,1.3001916620664788,5.6077120059054675
15474,1505.0,78.58,250.46,2.17,41.46,2.66,3.99,267.46,117.64,Kansas City,PLATTNER #1-10,1.3837912309017721,5.523299227135887
15475,1505.5,94.98,234.71,2.24,39.03,2.75,4.26,265.91,117.69,Kansas City,PLATTNER #1-10,1.449269160281279,5.458350709533451
15476,1506.0,102.64,223.17,2.34,38.23,2.79,4.48,264.96,114.67,Kansas City,PLATTNER #1-10,1.4996230464268938,5.407933812871359
15477,1506.5,93.04,212.16,2.46,32.32,2.89,4.71,265.32,106.58,Kansas City,PLATTNER #1-10,1.5496879080283263,5.357340706997498
15478,1507.0,83.0,200.13,2.55,24.53,3.08,5.0,266.23,97.44,Kansas City,PLATTNER #1-10,1.6094379124341003,5.2989671553895334
15479,1507.5,82.09,188.2,2.57,20.28,3.29,5.31,266.66,90.08,Kansas City,PLATTNER #1-10,1.6695918352538475,5.23750522715128
15480,1508.0,86.28,181.07,2.58,19.86,3.41,5.52,266.97,83.82,Kansas City,PLATTNER #1-10,1.7083778602890038,5.198883696832551
15481,1508.5,90.07,183.75,2.6,21.51,3.4,5.44,267.57,79.83,Kansas City,PLATTNER #1-10,1.6937790608678513,5.213576138092946
15482,1509.0,92.65,195.06,2.6,23.16,3.3,5.13,268.12,81.13,Kansas City,PLATTNER #1-10,1.6351056591826783,5.273307203543869
15483,1509.5,88.79,213.03,2.58,24.81,3.16,4.69,268.22,84.9,Kansas City,PLATTNER #1-10,1.545432582458188,5.361433000862112
15484,1510.0,86.44,232.58,2.54,26.12,3.15,4.3,268.25,88.83,Kansas City,PLATTNER #1-10,1.4586150226995167,5.4492342518648975
15485,1510.5,97.2,245.92,2.51,25.44,3.18,4.07,268.45,91.82,Kansas City,PLATTNER #1-10,1.4036429994545037,5.505006279790286
15486,1511.0,106.14,254.07,2.52,25.27,3.19,3.94,268.62,91.62,Kansas City,PLATTNER #1-10,1.3711807233098425,5.5376098196016175
15487,1511.5,110.16,259.28,2.56,26.72,3.28,3.86,268.32,89.87,Kansas City,PLATTNER #1-10,1.3506671834767394,5.557908558833292
15488,1512.0,113.34,261.87,2.58,27.57,3.27,3.82,267.35,90.77,Kansas City,PLATTNER #1-10,1.3402504226184837,5.567848197415368
15489,1512.5,105.39,264.51,2.56,27.3,3.06,3.78,266.01,93.03,Kansas City,PLATTNER #1-10,1.3297240096314962,5.577879057767046
15490,1513.0,96.99,265.38,2.53,26.8,2.97,3.77,264.62,94.57,Kansas City,PLATTNER #1-10,1.3270750014599193,5.58116276110829
15491,1513.5,100.55,265.12,2.5,26.68,3.15,3.77,263.7,95.55,Kansas City,PLATTNER #1-10,1.3270750014599193,5.580182553678253
15492,1514.0,105.93,264.69,2.49,26.49,3.3,3.78,263.21,96.82,Kansas City,PLATTNER #1-10,1.3297240096314962,5.578559329902123
15493,1514.5,109.97,265.89,2.48,27.98,3.29,3.76,263.15,98.46,Kansas City,PLATTNER #1-10,1.324418957401803,5.583082689418416
15494,1515.0,117.7,271.48,2.49,30.35,3.23,3.68,263.33,101.73,Kansas City,PLATTNER #1-10,1.3029127521808397,5.603888471835558
15495,1515.5,116.59,280.95,2.48,34.08,3.24,3.56,263.79,104.47,Kansas City,PLATTNER #1-10,1.269760544863939,5.638176717558207
15496,1516.0,108.44,294.05,2.47,37.1,3.5,3.4,264.51,107.46,Kansas City,PLATTNER #1-10,1.2237754316221157,5.683749820905965
15497,1516.5,112.45,306.58,2.46,36.08,3.62,3.26,265.19,110.41,Kansas City,PLATTNER #1-10,1.1817271953786161,5.725478732737962
15498,1517.0,121.7,313.23,2.48,36.35,3.66,3.19,265.2,113.16,Kansas City,PLATTNER #1-10,1.1600209167967532,5.746937744970129
15499,1517.5,124.64,310.39,2.49,39.76,3.69,3.22,264.64,112.04,Kansas City,PLATTNER #1-10,1.169381359556317,5.737829571295256
15500,1518.0,122.97,294.23,2.47,39.01,3.7,3.4,263.37,110.91,Kansas City,PLATTNER #1-10,1.2237754316221157,5.6843617744165975
15501,1518.5,123.98,262.07,2.44,41.47,3.55,3.82,261.02,111.33,Kansas City,PLATTNER #1-10,1.3402504226184837,5.568611643648579
15502,1519.0,121.13,229.55,2.45,47.69,3.27,4.36,258.45,111.96,Kansas City,PLATTNER #1-10,1.472472057360943,5.436120870695231
15503,1519.5,112.43,190.3,2.53,42.8,3.1,5.25,256.62,114.19,Kansas City,PLATTNER #1-10,1.6582280766035324,5.248601774302104
15504,1520.0,109.38,152.34,2.61,27.19,3.19,6.56,256.16,112.76,Kansas City,PLATTNER #1-10,1.8809906029559975,5.026114864944642
15505,1520.5,105.03,119.49,2.66,12.34,3.52,8.37,256.87,104.68,Kansas City,PLATTNER #1-10,2.124653884501384,4.7832326858616625
15506,1521.0,89.92,93.02,2.68,4.49,4.09,10.75,258.39,92.94,Kansas City,PLATTNER #1-10,2.3749057545736716,4.532814523795951
15507,1521.5,74.12,76.92,2.69,1.75,4.6,13.0,260.15,79.12,Kansas City,PLATTNER #1-10,2.5649493574615367,4.342765920720579
15508,1522.0,60.31,77.77,2.69,1.05,4.75,12.86,261.91,64.08,Kansas City,PLATTNER #1-10,2.554121718809473,4.353755752706852
15509,1522.5,50.68,92.64,2.67,1.3,4.73,10.79,263.32,52.04,Kansas City,PLATTNER #1-10,2.378619779270043,4.528721013824685
15510,1523.0,56.58,122.13,2.62,2.22,4.57,8.19,264.1,51.27,Kansas City,PLATTNER #1-10,2.102913897864978,4.805086051182997
15511,1523.5,69.06,158.86,2.55,5.03,4.12,6.3,264.42,54.09,Kansas City,PLATTNER #1-10,1.840549633397487,5.068023311204986
15512,1524.0,79.5,198.28,2.49,10.24,3.41,5.04,264.12,58.12,Kansas City,PLATTNER #1-10,1.6174060820832772,5.289680173152373
15513,1524.5,94.08,242.19,2.42,16.32,2.88,4.13,262.98,68.01,Kansas City,PLATTNER #1-10,1.4182774069729414,5.489722542075034
15514,1525.0,104.62,272.49,2.31,22.31,2.69,3.67,260.99,78.2,Kansas City,PLATTNER #1-10,1.3001916620664788,5.607601916182232
15515,1525.5,103.73,284.89,2.21,28.0,2.61,3.51,258.55,89.34,Kansas City,PLATTNER #1-10,1.2556160374777743,5.652103140852742
15516,1526.0,103.08,278.01,2.24,32.87,2.61,3.6,257.1,101.8,Kansas City,PLATTNER #1-10,1.2809338454620642,5.627657084266709
15517,1526.5,103.59,252.82,2.36,35.61,2.6,3.96,257.26,108.38,Kansas City,PLATTNER #1-10,1.3762440252663892,5.5326777730674115
15518,1527.0,101.02,220.36,2.46,34.75,2.64,4.54,258.17,105.71,Kansas City,PLATTNER #1-10,1.5129270120532565,5.395262572604516
15519,1527.5,95.7,182.87,2.55,27.31,2.81,5.47,258.41,97.37,Kansas City,PLATTNER #1-10,1.6992786164338898,5.208775517886542
